serial,species,size,agg_wt_final,count_final,year,season
119,Freshwater Drum,L,16366,10,2013,Spring
119,Freshwater Drum,M,93364,122,2013,Spring
119,Freshwater Drum,S,75210,423,2013,Spring
119,Common Carp,ALL,6415,2,2013,Spring
119,White Perch,ALL,1023,20,2013,Spring
119,White Bass,L,5169,15,2013,Spring
119,White Bass,M,856,19,2013,Spring
119,Walleye,ALL,865,7,2013,Spring
119,Emerald Shiner,ALL,15918,5053,2013,Spring
119,Trout Perch,ALL,49,7,2013,Spring
119,Alewife,ALL,39,2,2013,Spring
119,White Perch,O/D,1662,9,2013,Spring
119,Channel Catfish,ALL,180,2,2013,Spring
119,Round Goby,ALL,10,2,2013,Spring
124,Emerald Shiner,ALL,38537,13340,2013,Spring
124,Freshwater Drum,M,8631,13,2013,Spring
124,Freshwater Drum,L,9263,5,2013,Spring
124,Freshwater Drum,S,1426,9,2013,Spring
124,Walleye,ALL,3121,13,2013,Spring
124,Brown Bullhead,ALL,1120,1,2013,Spring
124,Channel Catfish,ALL,1173,2,2013,Spring
124,White Bass,L,3138,9,2013,Spring
124,White Bass,M,2236,36,2013,Spring
124,Common Carp,ALL,15960,3,2013,Spring
124,Trout Perch,ALL,103,18,2013,Spring
124,White Perch,M,1640,25,2013,Spring
124,White Perch,L,1924,14,2013,Spring
124,White Perch,S,98,9,2013,Spring
124,Yellow Perch,M,1893,28,2013,Spring
124,Yellow Perch,S,122,13,2013,Spring
124,Yellow Perch,O/D,623,5,2013,Spring
124,White Perch,O/D,804,5,2013,Spring
124,Round Goby,ALL,15,2,2013,Spring
124,Rainbow Smelt,ALL,12,1,2013,Spring
137,Walleye,ALL,2907,2,2013,Spring
137,White Bass,S,1986,42,2013,Spring
137,White Bass,ALL,526,2,2013,Spring
137,Freshwater Drum,ALL,9404,9,2013,Spring
137,White Perch,M,1313,27,2013,Spring
137,White Perch,L,695,6,2013,Spring
137,White Perch,O/D,453,5,2013,Spring
137,Yellow Perch,ALL,793,11,2013,Spring
137,Alewife,ALL,6816,217,2013,Spring
137,Yellow Perch,O/D,460,5,2013,Spring
132,Freshwater Drum,ALL,2500,3,2013,Spring
132,Walleye,ALL,2354,1,2013,Spring
132,White Bass,ALL,1577,35,2013,Spring
132,Round Goby,ALL,136,21,2013,Spring
132,Yellow Perch,S,8,1,2013,Spring
132,Yellow Perch,O/D,81,1,2013,Spring
132,White Perch,S,98,3,2013,Spring
132,White Perch,O/D,54,1,2013,Spring
126,Freshwater Drum,S,5404,27,2013,Spring
126,Freshwater Drum,M,134886,174,2013,Spring
126,Channel Catfish,ALL,933,1,2013,Spring
126,Walleye,ALL,129,1,2013,Spring
126,Yellow Perch,ALL,160,2,2013,Spring
126,Alewife,ALL,30,1,2013,Spring
126,Rainbow Smelt,ALL,9,1,2013,Spring
126,Trout Perch,ALL,7,1,2013,Spring
126,Emerald Shiner,ALL,14,3,2013,Spring
126,Round Goby,ALL,32,4,2013,Spring
126,Quillback,ALL,4543,2,2013,Spring
126,White Sucker,ALL,941,1,2013,Spring
126,White Bass,L,2124,5,2013,Spring
126,White Bass,S,5362,113,2013,Spring
126,White Perch,S,57,5,2013,Spring
126,White Perch,M,1368,24,2013,Spring
126,White Perch,L,2142,14,2013,Spring
126,White Perch,O/D,691,5,2013,Spring
121,Freshwater Drum,L,24769,10,2013,Spring
121,Freshwater Drum,S,7564,36,2013,Spring
121,Freshwater Drum,M,149052,147,2013,Spring
121,Yellow Perch,ALL,1287,14,2013,Spring
121,Yellow Perch,O/D,727,5,2013,Spring
121,Walleye,ALL,5160,9,2013,Spring
121,White Sucker,ALL,10965,12,2013,Spring
121,White Bass,L,13032,35,2013,Spring
121,White Perch,ALL,116,2,2013,Spring
121,White Perch,O/D,293,3,2013,Spring
121,Trout Perch,ALL,8.5,2,2013,Spring
121,White Bass,S,2404,43,2013,Spring
121,Alewife,ALL,44,2,2013,Spring
121,Emerald Shiner,ALL,1003,207,2013,Spring
131,Freshwater Drum,ALL,13642,8,2013,Spring
131,Gizzard Shad,ALL,402,1,2013,Spring
131,Walleye,ALL,2302,1,2013,Spring
131,Yellow Perch,ALL,514,7,2013,Spring
131,Yellow Perch,O/D,184,2,2013,Spring
131,White Perch,ALL,358,6,2013,Spring
131,White Perch,O/D,460,5,2013,Spring
131,White Bass,L,1062,3,2013,Spring
131,White Bass,S,6051,93,2013,Spring
131,Trout Perch,ALL,6,1,2013,Spring
136,Walleye,ALL,5085,2,2013,Spring
136,White Bass,ALL,658,4,2013,Spring
136,Yellow Perch,ALL,969,11,2013,Spring
136,Yellow Perch,O/D,641,5,2013,Spring
136,Freshwater Drum,ALL,12321,13,2013,Spring
136,White Perch,O/D,591,4,2013,Spring
140,Freshwater Drum,ALL,673,1,2013,Spring
140,White Bass,ALL,636,5,2013,Spring
140,Yellow Perch,M,2778,39,2013,Spring
140,Yellow Perch,S,15,2,2013,Spring
140,Yellow Perch,L,2207,18,2013,Spring
140,Yellow Perch,O/D,493,5,2013,Spring
140,White Perch,M,3468,63,2013,Spring
140,White Perch,L,1452,11,2013,Spring
140,White Perch,S,3,1,2013,Spring
140,White Perch,O/D,485,5,2013,Spring
140,Trout Perch,ALL,3,1,2013,Spring
140,Round Goby,ALL,4.5,1,2013,Spring
140,Emerald Shiner,ALL,8,3,2013,Spring
135,Freshwater Drum,L,1555,1,2013,Spring
135,Freshwater Drum,M,7963,16,2013,Spring
135,White Bass,M,2940,73,2013,Spring
135,White Bass,L,1129,3,2013,Spring
135,White Perch,M,1141,16,2013,Spring
135,White Perch,L,771,5,2013,Spring
135,White Perch,S,122,8,2013,Spring
135,White Perch,O/D,487,5,2013,Spring
135,Yellow Perch,M,1222,19,2013,Spring
135,Yellow Perch,O/D,86,1,2013,Spring
135,Yellow Perch,L,394,3,2013,Spring
135,Emerald Shiner,ALL,6842,2632,2013,Spring
135,Rainbow Smelt,ALL,741,76,2013,Spring
135,Trout Perch,ALL,18,3,2013,Spring
135,White Sucker,ALL,3855,5,2013,Spring
135,Alewife,ALL,41,2,2013,Spring
139,Freshwater Drum,ALL,8229,7,2013,Spring
139,White Perch,ALL,83,3,2013,Spring
139,White Perch,O/D,422,5,2013,Spring
139,Yellow Perch,ALL,745,6,2013,Spring
139,Yellow Perch,O/D,635,5,2013,Spring
139,Walleye,ALL,8002,2,2013,Spring
139,White Bass,ALL,252,4,2013,Spring
139,Emerald Shiner,ALL,54,19,2013,Spring
139,Round Goby,ALL,7.5,1,2013,Spring
141,Walleye,ALL,165,1,2013,Spring
141,White Sucker,ALL,198,2,2013,Spring
141,White Bass,S,235,12,2013,Spring
141,White Bass,M,2051,39,2013,Spring
141,Quillback,ALL,1864,2,2013,Spring
141,Channel Catfish,ALL,1449,7,2013,Spring
141,Freshwater Drum,L,3137,2,2013,Spring
141,Freshwater Drum,M,4653,14,2013,Spring
141,Freshwater Drum,S,1382,16,2013,Spring
141,Rainbow Smelt,ALL,1533,225,2013,Spring
141,Emerald Shiner,ALL,11814,2917,2013,Spring
141,White Perch,S,2576,211,2013,Spring
141,White Perch,M,1333,23,2013,Spring
141,White Perch,O/D,568,5,2013,Spring
141,White Perch,L,993,7,2013,Spring
141,Trout Perch,ALL,97,15,2013,Spring
141,Yellow Perch,S,46,5,2013,Spring
141,Yellow Perch,L,673,7,2013,Spring
141,Yellow Perch,O/D,469,5,2013,Spring
141,Round Goby,ALL,15,7,2013,Spring
138,White Bass,S,685,16,2013,Spring
138,White Bass,L,1138,6,2013,Spring
138,Quillback,ALL,2013,1,2013,Spring
138,Freshwater Drum,L,1993,1,2013,Spring
138,Freshwater Drum,M,9702,24,2013,Spring
138,Freshwater Drum,S,600,6,2013,Spring
138,White Sucker,ALL,209,1,2013,Spring
138,Emerald Shiner,ALL,33350,9235,2013,Spring
138,White Perch,S,1644,92,2013,Spring
138,White Perch,M,589,11,2013,Spring
138,White Perch,L,849,5,2013,Spring
138,White Perch,O/D,525,5,2013,Spring
138,Gizzard Shad,ALL,126,1,2013,Spring
138,Rainbow Smelt,ALL,331,37,2013,Spring
138,Trout Perch,ALL,83,11,2013,Spring
138,Yellow Perch,S,23,2,2013,Spring
138,Yellow Perch,M,312,5,2013,Spring
138,Yellow Perch,L,1445,12,2013,Spring
138,Yellow Perch,O/D,530,5,2013,Spring
134,Emerald Shiner,ALL,81960,29804,2013,Spring
134,Freshwater Drum,L,1735,1,2013,Spring
134,Freshwater Drum,M,25519,57,2013,Spring
134,Walleye,ALL,1972,1,2013,Spring
134,Yellow Perch,L,538,5,2013,Spring
134,Yellow Perch,M,22,14,2013,Spring
134,Yellow Perch,S,151,11,2013,Spring
134,Yellow Perch,O/D,435,5,2013,Spring
134,White Perch,M,166,4,2013,Spring
134,White Perch,S,177,17,2013,Spring
134,White Perch,O/D,473,5,2013,Spring
134,White Bass,L,2903,7,2013,Spring
134,White Bass,M,2442,41,2013,Spring
134,Channel Catfish,ALL,653,3,2013,Spring
134,Trout Perch,ALL,42,7,2013,Spring
134,White Sucker,ALL,18,1,2013,Spring
134,Rainbow Smelt,ALL,110,15,2013,Spring
108,Shorthead Redhorse,ALL,27.431,1,2013,Spring
501,Quillback,ALL,362,1,2013,Autumn
501,White Sucker,ALL,1031,1,2013,Autumn
501,Walleye,ALL,4048,9,2013,Autumn
501,White Perch,XS,1255,167.3333333,2013,Autumn
501,White Perch,S,2074,44.89177489,2013,Autumn
501,White Perch,M,2012,24.96277916,2013,Autumn
501,White Perch,L,1847,14,2013,Autumn
501,White Perch,O/D,593,5,2013,Autumn
501,Yellow Perch,XS,28,4,2013,Autumn
501,Yellow Perch,M,269,5,2013,Autumn
501,Yellow Perch,O/D,529,5,2013,Autumn
501,White Bass,ALL,468,3,2013,Autumn
501,Emerald Shiner,S,8.1,9,2013,Autumn
501,Emerald Shiner,M,15,6,2013,Autumn
501,Gizzard Shad,S,10,5,2013,Autumn
501,Trout Perch,ALL,9,2,2013,Autumn
501,Freshwater Drum,XS,20,3,2013,Autumn
501,Freshwater Drum,M,7500,29.78554408,2013,Autumn
501,Freshwater Drum,L,3051,2,2013,Autumn
501,Channel Catfish,ALL,2089,9,2013,Autumn
501,Round Goby,ALL,10,1,2013,Autumn
501,Spottail Shiner,S,27,9,2013,Autumn
501,Spottail Shiner,M,31,2,2013,Autumn
501,Shorthead Redhorse,ALL,103,1,2013,Autumn
502,Quillback,ALL,1714,1,2013,Autumn
502,Walleye,ALL,1136,6,2013,Autumn
502,White Perch,XS,1100,224.4897959,2013,Autumn
502,White Perch,S,1193,28.20330969,2013,Autumn
502,White Perch,M,549,8,2013,Autumn
502,White Perch,L,384,3,2013,Autumn
502,White Perch,O/D,515,5,2013,Autumn
502,Yellow Perch,XS,252,40.64516129,2013,Autumn
502,Yellow Perch,L,321,5,2013,Autumn
502,Yellow Perch,O/D,565,5,2013,Autumn
502,White Bass,ALL,166,1,2013,Autumn
502,Emerald Shiner,ALL,10,10,2013,Autumn
502,Gizzard Shad,S,231,34.86792453,2013,Autumn
502,Gizzard Shad,M,28,1,2013,Autumn
502,Trout Perch,ALL,260,74.28571429,2013,Autumn
502,Freshwater Drum,XS,8,4,2013,Autumn
502,Freshwater Drum,S,2165,16,2013,Autumn
502,Freshwater Drum,M,12220,27.10135285,2013,Autumn
502,Freshwater Drum,L,5080,3,2013,Autumn
502,Channel Catfish,ALL,871,5,2013,Autumn
502,Round Goby,ALL,91,4,2013,Autumn
502,Silver Chub,ALL,72,1,2013,Autumn
502,Spottail Shiner,L,18,1,2013,Autumn
502,Spottail Shiner,M,154,26.21276596,2013,Autumn
503,Quillback,ALL,818,1,2013,Autumn
503,White Sucker,ALL,587,1,2013,Autumn
503,Walleye,ALL,507,4,2013,Autumn
503,White Perch,XS,222,47.23404255,2013,Autumn
503,White Perch,L,13660,89.45645056,2013,Autumn
503,White Perch,O/D,650,5,2013,Autumn
503,Yellow Perch,XS,57,10,2013,Autumn
503,Yellow Perch,M,496,6,2013,Autumn
503,Yellow Perch,O/D,747,5,2013,Autumn
503,White Bass,ALL,158,1,2013,Autumn
503,Emerald Shiner,ALL,9.8,7,2013,Autumn
503,Gizzard Shad,ALL,397,33.36134454,2013,Autumn
503,Trout Perch,ALL,65,13.82978723,2013,Autumn
503,Freshwater Drum,M,12300,45.99850411,2013,Autumn
503,Freshwater Drum,L,15300,12.16796564,2013,Autumn
503,Channel Catfish,ALL,1212,2,2013,Autumn
503,Alewife,ALL,72,7,2013,Autumn
504,Common Carp,ALL,12000,2,2013,Autumn
504,Quillback,ALL,1680,1,2013,Autumn
504,Walleye,ALL,702,1,2013,Autumn
504,White Perch,XS,107,32.42424242,2013,Autumn
504,White Perch,M,134,4,2013,Autumn
504,White Perch,O/D,667,5,2013,Autumn
504,Freshwater Drum,ALL,6187,17,2013,Autumn
504,Channel Catfish,ALL,1273,15,2013,Autumn
505,Walleye,ALL,815,5,2013,Autumn
505,White Perch,XS,911,216.9047619,2013,Autumn
505,White Perch,S,517,11,2013,Autumn
505,White Perch,M,971,10,2013,Autumn
505,White Perch,L,247,1,2013,Autumn
505,White Perch,O/D,530,5,2013,Autumn
505,Yellow Perch,XS,29,6,2013,Autumn
505,Yellow Perch,S,133,3,2013,Autumn
505,Yellow Perch,L,279,2,2013,Autumn
505,Yellow Perch,O/D,304,3,2013,Autumn
505,White Bass,ALL,645,3,2013,Autumn
505,Emerald Shiner,S,268,297.7777778,2013,Autumn
505,Emerald Shiner,M,53,16.06060606,2013,Autumn
505,Gizzard Shad,S,104,17.33333333,2013,Autumn
505,Gizzard Shad,M,132,10,2013,Autumn
505,Gizzard Shad,L,37,1,2013,Autumn
505,Trout Perch,S,79,24.6875,2013,Autumn
505,Trout Perch,M,46,5,2013,Autumn
505,Freshwater Drum,S,2748,16.18374558,2013,Autumn
505,Freshwater Drum,M,10960,24.76836158,2013,Autumn
505,Channel Catfish,ALL,1672,6,2013,Autumn
505,Round Goby,ALL,17,2,2013,Autumn
505,Spottail Shiner,ALL,6,1,2013,Autumn
506,Walleye,ALL,3812,9,2013,Autumn
506,White Perch,XS,275,65.47619048,2013,Autumn
506,White Perch,M,1037,24.19666667,2013,Autumn
506,White Perch,L,1555,14.45167286,2013,Autumn
506,White Perch,O/D,488,5,2013,Autumn
506,Yellow Perch,XS,94,19.58333333,2013,Autumn
506,Yellow Perch,L,249,2,2013,Autumn
506,Yellow Perch,O/D,99,1,2013,Autumn
506,White Bass,ALL,288,2,2013,Autumn
506,Emerald Shiner,S,17,21.25,2013,Autumn
506,Emerald Shiner,L,67,20.9375,2013,Autumn
506,Gizzard Shad,S,2100,182.6086957,2013,Autumn
506,Gizzard Shad,M,5600,323.699422,2013,Autumn
506,Gizzard Shad,L,766,20.8719346,2013,Autumn
506,Gizzard Shad,XL,325,2,2013,Autumn
506,Trout Perch,ALL,140,50,2013,Autumn
506,Freshwater Drum,S,398,3,2013,Autumn
506,Freshwater Drum,M,8890,18.84672461,2013,Autumn
506,Freshwater Drum,L,26500,17.4640833,2013,Autumn
506,Alewife,ALL,566,62.1978022,2013,Autumn
507,White Perch,ALL,6,2,2013,Autumn
507,Yellow Perch,ALL,112,1,2013,Autumn
507,Gizzard Shad,ALL,327,2,2013,Autumn
507,Trout Perch,ALL,6,3,2013,Autumn
507,Freshwater Drum,M,17500,34.04669261,2013,Autumn
507,Freshwater Drum,L,9598,5,2013,Autumn
507,Channel Catfish,ALL,687,1,2013,Autumn
507,Smallmouth Bass,ALL,778,6,2013,Autumn
508,Walleye,ALL,7248,12,2013,Autumn
508,White Perch,XS,351,71.63265306,2013,Autumn
508,White Perch,S,793,16.0851927,2013,Autumn
508,White Perch,M,1733,15.99692308,2013,Autumn
508,White Perch,L,490,2,2013,Autumn
508,White Perch,O/D,617,5,2013,Autumn
508,Yellow Perch,O/D,189,1,2013,Autumn
508,White Bass,ALL,2814,9,2013,Autumn
508,Emerald Shiner,S,25,35.71428571,2013,Autumn
508,Emerald Shiner,M,16,3,2013,Autumn
508,Gizzard Shad,XS,5,5,2013,Autumn
508,Gizzard Shad,S,37,7,2013,Autumn
508,Trout Perch,ALL,1,1,2013,Autumn
508,Freshwater Drum,L,19282,19,2013,Autumn
508,Channel Catfish,ALL,9491,13,2013,Autumn
508,Round Goby,S,29,8,2013,Autumn
508,Round Goby,L,76,7,2013,Autumn
509,Quillback,ALL,13300,7,2013,Autumn
509,White Sucker,ALL,350,1,2013,Autumn
509,Walleye,ALL,8156,21,2013,Autumn
509,White Perch,XS,15500,4189.189189,2013,Autumn
509,White Perch,M,4732,68.87918486,2013,Autumn
509,White Perch,L,2497,11,2013,Autumn
509,White Perch,O/D,523,5,2013,Autumn
509,Yellow Perch,XS,756,90,2013,Autumn
509,Yellow Perch,M,1840,42.79069767,2013,Autumn
509,Yellow Perch,L,2522,27.1474704,2013,Autumn
509,Yellow Perch,O/D,392,5,2013,Autumn
509,White Bass,S,21,1,2013,Autumn
509,Emerald Shiner,S,3,6,2013,Autumn
509,Gizzard Shad,XS,4,1,2013,Autumn
509,Gizzard Shad,S,237,22.93548387,2013,Autumn
509,Gizzard Shad,M,614,23.89105058,2013,Autumn
509,Trout Perch,ALL,80,22.22222222,2013,Autumn
509,Freshwater Drum,S,943,6,2013,Autumn
509,Freshwater Drum,L,24026,21.40210226,2013,Autumn
509,Channel Catfish,ALL,2794,4,2013,Autumn
509,Alewife,ALL,87,6,2013,Autumn
510,Walleye,ALL,90,4,2013,Autumn
510,White Perch,S,692,17.4637224,2013,Autumn
510,Yellow Perch,XS,2874,586.5306122,2013,Autumn
510,Yellow Perch,M,435,9,2013,Autumn
510,Yellow Perch,L,711,6,2013,Autumn
510,Yellow Perch,O/D,517,5,2013,Autumn
510,Emerald Shiner,ALL,3,1,2013,Autumn
510,Emerald Shiner,XS,34,91.49623251,2013,Autumn
510,Gizzard Shad,S,93,12,2013,Autumn
510,Gizzard Shad,M,330,10,2013,Autumn
510,Trout Perch,S,254,87.5862069,2013,Autumn
510,Trout Perch,M,14,2,2013,Autumn
510,Freshwater Drum,ALL,2968,2,2013,Autumn
510,Alewife,ALL,5566,475.7264957,2013,Autumn
510,Round Goby,S,15.11111111,8,2013,Autumn
510,Round Goby,M,50,7,2013,Autumn
510,Round Goby,L,84,5,2013,Autumn
510,Logperch,ALL,69,11.31147541,2013,Autumn
510,Smallmouth Bass,ALL,36,3,2013,Autumn
511,White Perch,XS,77,30.8,2013,Autumn
511,White Perch,S,75,2,2013,Autumn
511,Yellow Perch,XS,172,59.31034483,2013,Autumn
511,Yellow Perch,S,69,4,2013,Autumn
511,Yellow Perch,M,1055,17.88135593,2013,Autumn
511,Yellow Perch,L,340,4,2013,Autumn
511,Yellow Perch,O/D,415,5,2013,Autumn
511,White Bass,ALL,399,3,2013,Autumn
511,Emerald Shiner,ALL,28,9,2013,Autumn
511,Trout Perch,S,344,210.2222222,2013,Autumn
511,Trout Perch,M,107,15.97014925,2013,Autumn
511,Freshwater Drum,ALL,4196,11,2013,Autumn
511,Alewife,ALL,95,8,2013,Autumn
511,Round Goby,ALL,82,8,2013,Autumn
511,Logperch,ALL,2,1,2013,Autumn
511,Spottail Shiner,ALL,12,3,2013,Autumn
511,Smallmouth Bass,ALL,36,4,2013,Autumn
512,Quillback,ALL,5903,4,2013,Autumn
512,White Sucker,ALL,937,1,2013,Autumn
512,Walleye,ALL,3638,3,2013,Autumn
512,White Perch,XS,996,171.7241379,2013,Autumn
512,White Perch,S,1445,36.30653266,2013,Autumn
512,White Perch,M,4118,39.59615385,2013,Autumn
512,White Perch,L,2345,9.741839763,2013,Autumn
512,White Perch,O/D,521,5,2013,Autumn
512,Yellow Perch,XS,70,9,2013,Autumn
512,Yellow Perch,S,252,5,2013,Autumn
512,Yellow Perch,O/D,631,5,2013,Autumn
512,White Bass,ALL,1580,5,2013,Autumn
512,Emerald Shiner,ALL,11,8,2013,Autumn
512,Gizzard Shad,XS,23,10,2013,Autumn
512,Gizzard Shad,S,21,2,2013,Autumn
512,Gizzard Shad,M,1115,35.3968254,2013,Autumn
512,Gizzard Shad,L,1082,6,2013,Autumn
512,Trout Perch,ALL,8,2,2013,Autumn
512,Freshwater Drum,XS,54,7,2013,Autumn
512,Freshwater Drum,S,2196,26.68286756,2013,Autumn
512,Freshwater Drum,M,13780,59.29432014,2013,Autumn
512,Freshwater Drum,L,9411,14.06095921,2013,Autumn
512,Freshwater Drum,XL,13337,9,2013,Autumn
512,Channel Catfish,ALL,6810,20,2013,Autumn
512,Round Goby,ALL,2,1,2013,Autumn
513,Quillback,ALL,2089,1,2013,Autumn
513,White Sucker,ALL,1049,1,2013,Autumn
513,Walleye,ALL,5172,8,2013,Autumn
513,White Perch,XS,2226,364.9180328,2013,Autumn
513,White Perch,S,929,26.92753623,2013,Autumn
513,White Perch,L,2289,14.62619808,2013,Autumn
513,White Perch,O/D,511,5,2013,Autumn
513,Yellow Perch,XS,702,143.2653061,2013,Autumn
513,Yellow Perch,M,2250,29,2013,Autumn
513,Yellow Perch,O/D,473,5,2013,Autumn
513,White Bass,ALL,418,2,2013,Autumn
513,Emerald Shiner,S,57,57,2013,Autumn
513,Emerald Shiner,M,30,11,2013,Autumn
513,Gizzard Shad,XS,127,30.07894737,2013,Autumn
513,Gizzard Shad,M,206,7,2013,Autumn
513,Rainbow Smelt,ALL,0,1,2013,Autumn
513,Trout Perch,S,155,46.96969697,2013,Autumn
513,Trout Perch,M,1067,117.2527473,2013,Autumn
513,Freshwater Drum,XS,225,21.84466019,2013,Autumn
513,Freshwater Drum,S,3304,20.59850374,2013,Autumn
513,Freshwater Drum,M,13780,23.49931787,2013,Autumn
513,Channel Catfish,ALL,870,4,2013,Autumn
513,Alewife,ALL,9,1,2013,Autumn
513,Round Goby,ALL,21.5,3,2013,Autumn
513,Spottail Shiner,ALL,9,1,2013,Autumn
514,Quillback,ALL,126000,65.32897807,2013,Autumn
514,Walleye,XS,201,4,2013,Autumn
514,Walleye,S,6154,17.49289369,2013,Autumn
514,Walleye,M,4142,6,2013,Autumn
514,Walleye,L,3660,3,2013,Autumn
514,White Perch,XS,1135,515.9090909,2013,Autumn
514,White Perch,S,143,4,2013,Autumn
514,White Perch,M,1038,22.71334792,2013,Autumn
514,White Perch,L,15380,113.5055351,2013,Autumn
514,White Perch,O/D,582,5,2013,Autumn
514,Yellow Perch,S,82,20.5,2013,Autumn
514,Yellow Perch,M,602,10,2013,Autumn
514,Yellow Perch,O/D,472,5,2013,Autumn
514,White Bass,ALL,6512,42.5620915,2013,Autumn
514,Emerald Shiner,S,131,187.1428571,2013,Autumn
514,Emerald Shiner,M,3,1,2013,Autumn
514,Gizzard Shad,XS,612,161.0526316,2013,Autumn
514,Gizzard Shad,S,2184,248.1818182,2013,Autumn
514,Gizzard Shad,M,439,15.51236749,2013,Autumn
514,Gizzard Shad,L,177,1,2013,Autumn
514,Trout Perch,S,95,26.71875,2013,Autumn
514,Trout Perch,M,43,8,2013,Autumn
514,Freshwater Drum,S,1996,10,2013,Autumn
514,Freshwater Drum,M,8400,14.46032019,2013,Autumn
514,Channel Catfish,ALL,4236,10,2013,Autumn
514,Round Goby,ALL,5,1,2013,Autumn
515,White Perch,XS,8132,1534.339623,2013,Autumn
515,Yellow Perch,XS,22200,3126.760563,2013,Autumn
515,Yellow Perch,M,1471,11.12861073,2013,Autumn
515,Yellow Perch,O/D,753,5,2013,Autumn
515,Emerald Shiner,ALL,13,16.25,2013,Autumn
515,Gizzard Shad,S,765,124.0540541,2013,Autumn
515,Gizzard Shad,M,455,20.02,2013,Autumn
515,Gizzard Shad,L,58,1,2013,Autumn
515,Trout Perch,ALL,54,17.41935484,2013,Autumn
515,Freshwater Drum,ALL,5919,4,2013,Autumn
515,Logperch,ALL,35,7,2013,Autumn
516,Walleye,S,512,11,2013,Autumn
516,Walleye,M,1513,4,2013,Autumn
516,Walleye,L,9502,7,2013,Autumn
516,White Perch,XS,3126,893.1428571,2013,Autumn
516,White Perch,M,1767,37.12184874,2013,Autumn
516,White Perch,L,8300,69.51423786,2013,Autumn
516,White Perch,O/D,483,5,2013,Autumn
516,Yellow Perch,XS,205,42.70833333,2013,Autumn
516,Yellow Perch,S,301,8,2013,Autumn
516,Yellow Perch,M,883,11,2013,Autumn
516,Yellow Perch,O/D,587,5,2013,Autumn
516,Gizzard Shad,S,22,10,2013,Autumn
516,Gizzard Shad,M,102,10,2013,Autumn
516,Gizzard Shad,L,237,10,2013,Autumn
516,Trout Perch,S,319,91.14285714,2013,Autumn
516,Trout Perch,M,590,88.05970149,2013,Autumn
516,Freshwater Drum,S,1940,13,2013,Autumn
516,Freshwater Drum,M,16900,34.98964803,2013,Autumn
516,Freshwater Drum,L,7351,5,2013,Autumn
516,Channel Catfish,ALL,952,3,2013,Autumn
516,Round Goby,ALL,22,2,2013,Autumn
517,Quillback,ALL,22918,8,2013,Autumn
517,White Sucker,ALL,1261,2,2013,Autumn
517,Walleye,ALL,30388,36,2013,Autumn
517,White Perch,XS,1012,179.5483871,2013,Autumn
517,White Perch,S,596,18,2013,Autumn
517,White Perch,L,780,8,2013,Autumn
517,White Perch,O/D,687,5,2013,Autumn
517,Yellow Perch,XS,20,5,2013,Autumn
517,Yellow Perch,L,1206,14.09348915,2013,Autumn
517,Yellow Perch,O/D,390,2,2013,Autumn
517,White Bass,ALL,2408,7,2013,Autumn
517,Emerald Shiner,S,60,75,2013,Autumn
517,Emerald Shiner,L,20,5,2013,Autumn
517,Gizzard Shad,S,2758,335.4324324,2013,Autumn
517,Gizzard Shad,L,894,36.12121212,2013,Autumn
517,Rainbow Smelt,ALL,16,2,2013,Autumn
517,Trout Perch,ALL,1534,262.9714286,2013,Autumn
517,Freshwater Drum,ALL,7263,8,2013,Autumn
517,Channel Catfish,ALL,1895,4,2013,Autumn
517,Alewife,ALL,62,4,2013,Autumn
517,Round Goby,ALL,14,1,2013,Autumn
518,Common Carp,ALL,6600,1,2013,Autumn
518,Walleye,S,230,5,2013,Autumn
518,Walleye,M,504,1,2013,Autumn
518,White Perch,XS,9124,1721.509434,2013,Autumn
518,White Perch,M,44,1,2013,Autumn
518,White Perch,O/D,507,5,2013,Autumn
518,Yellow Perch,XS,17600,2478.873239,2013,Autumn
518,Yellow Perch,M,847,13,2013,Autumn
518,Yellow Perch,L,2014,14,2013,Autumn
518,Yellow Perch,O/D,869,5,2013,Autumn
518,White Bass,ALL,256,2,2013,Autumn
518,Gizzard Shad,S,3796,244.9032258,2013,Autumn
518,Gizzard Shad,M,544,13.83050847,2013,Autumn
518,Gizzard Shad,L,637,3,2013,Autumn
518,Trout Perch,ALL,106,21.2,2013,Autumn
518,Freshwater Drum,M,11333,16.58568711,2013,Autumn
518,Freshwater Drum,L,15670,10,2013,Autumn
518,Round Goby,ALL,25,1,2013,Autumn
518,Logperch,ALL,6,1,2013,Autumn
518,Silver Chub,ALL,228,3,2013,Autumn
519,Common Carp,ALL,12700,2,2013,Autumn
519,Quillback,ALL,1070,1,2013,Autumn
519,White Sucker,ALL,1058,1,2013,Autumn
519,Walleye,ALL,406,5,2013,Autumn
519,White Perch,XS,1465,340.6976744,2013,Autumn
519,White Perch,S,1419,41.01156069,2013,Autumn
519,White Perch,M,2466,28.31228473,2013,Autumn
519,White Perch,L,991,4,2013,Autumn
519,White Perch,O/D,450,5,2013,Autumn
519,Yellow Perch,XS,2488,492,2013,Autumn
519,Yellow Perch,S,254,7,2013,Autumn
519,Yellow Perch,M,1543,22,2013,Autumn
519,Yellow Perch,O/D,536,5,2013,Autumn
519,White Bass,ALL,835,5,2013,Autumn
519,Emerald Shiner,ALL,409,121.5945946,2013,Autumn
519,Gizzard Shad,S,207,30,2013,Autumn
519,Gizzard Shad,L,68,2,2013,Autumn
519,Rainbow Smelt,XS,9,45,2013,Autumn
