serial,species,life_stage,NperHA,KgperHA,year,season
521,Channel Catfish,Age_1,0,0,2015,Autumn
521,Channel Catfish,Age_2+,0,0,2015,Autumn
521,Channel Catfish,ALL,0,0,2015,Autumn
521,Channel Catfish,YAO,4.23757801,4.412731234,2015,Autumn
521,Channel Catfish,YOY,5.69E-07,5.93E-07,2015,Autumn
521,Emerald Shiner,Age_1,0,0,2015,Autumn
521,Emerald Shiner,Age_2+,0,0,2015,Autumn
521,Emerald Shiner,ALL,0,0,2015,Autumn
521,Emerald Shiner,YAO,0,0,2015,Autumn
521,Emerald Shiner,YOY,2.825052386,0.004237579,2015,Autumn
521,Freshwater Drum,Age_1,0,0,2015,Autumn
521,Freshwater Drum,Age_2+,0,0,2015,Autumn
521,Freshwater Drum,ALL,0,0,2015,Autumn
521,Freshwater Drum,YAO,23.00742931,31.32882393,2015,Autumn
521,Freshwater Drum,YOY,0.001335934,0.001007027,2015,Autumn
521,Gizzard Shad,Age_1,0,0,2015,Autumn
521,Gizzard Shad,Age_2+,0,0,2015,Autumn
521,Gizzard Shad,ALL,0,0,2015,Autumn
521,Gizzard Shad,YAO,0.000459765,7.17E-06,2015,Autumn
521,Gizzard Shad,YOY,111.444235,1.695024259,2015,Autumn
521,Goldfish,Age_1,0,0,2015,Autumn
521,Goldfish,Age_2+,0,0,2015,Autumn
521,Goldfish,ALL,1.412526193,5.212221652,2015,Autumn
521,Goldfish,YAO,0,0,2015,Autumn
521,Goldfish,YOY,0,0,2015,Autumn
521,Quillback,Age_1,0,0,2015,Autumn
521,Quillback,Age_2+,0,0,2015,Autumn
521,Quillback,ALL,0,0,2015,Autumn
521,Quillback,YAO,4.237578574,5.409975313,2015,Autumn
521,Quillback,YOY,4.83E-09,6.17E-09,2015,Autumn
521,Rainbow Smelt,Age_1,0,0,2015,Autumn
521,Rainbow Smelt,Age_2+,0,0,2015,Autumn
521,Rainbow Smelt,ALL,0,0,2015,Autumn
521,Rainbow Smelt,YAO,0,0,2015,Autumn
521,Rainbow Smelt,YOY,4.237578579,0.002118789,2015,Autumn
521,Round Goby,Age_1,0,0,2015,Autumn
521,Round Goby,Age_2+,0,0,2015,Autumn
521,Round Goby,ALL,7.062630965,0.039550733,2015,Autumn
521,Round Goby,YAO,0,0,2015,Autumn
521,Round Goby,YOY,0,0,2015,Autumn
521,Walleye,Age_1,4.666681346,1.725639618,2015,Autumn
521,Walleye,Age_2+,6.609777175,10.95646733,2015,Autumn
521,Walleye,ALL,0,0,2015,Autumn
521,Walleye,YAO,0,0,2015,Autumn
521,Walleye,YOY,31.09926237,0.896507348,2015,Autumn
521,White Bass,Age_1,0.027586631,0.012397432,2015,Autumn
521,White Bass,Age_2+,14.95260882,6.719702404,2015,Autumn
521,White Bass,ALL,0,0,2015,Autumn
521,White Bass,YAO,0,0,2015,Autumn
521,White Bass,YOY,7.78E-18,3.50E-18,2015,Autumn
521,White Perch,Age_1,2.784396827,0.137827637,2015,Autumn
521,White Perch,Age_2+,10.36423756,2.550142067,2015,Autumn
521,White Perch,ALL,0,0,2015,Autumn
521,White Perch,YAO,0,0,2015,Autumn
521,White Perch,YOY,11.30157589,0.060100005,2015,Autumn
521,Yellow Perch,Age_1,14.20186474,0.562488704,2015,Autumn
521,Yellow Perch,Age_2+,4.47E-05,3.31E-06,2015,Autumn
521,Yellow Perch,ALL,0,0,2015,Autumn
521,Yellow Perch,YAO,0,0,2015,Autumn
521,Yellow Perch,YOY,4.160931034,0.016643724,2015,Autumn
522,Channel Catfish,Age_1,0,0,2015,Autumn
522,Channel Catfish,Age_2+,0,0,2015,Autumn
522,Channel Catfish,ALL,0,0,2015,Autumn
522,Channel Catfish,YAO,6.239141905,5.8959891,2015,Autumn
522,Channel Catfish,YOY,1.23E-25,1.16E-25,2015,Autumn
522,Emerald Shiner,Age_1,0,0,2015,Autumn
522,Emerald Shiner,Age_2+,0,0,2015,Autumn
522,Emerald Shiner,ALL,0,0,2015,Autumn
522,Emerald Shiner,YAO,0.009087884,1.82E-05,2015,Autumn
522,Emerald Shiner,YOY,21.43796242,0.042875925,2015,Autumn
522,Freshwater Drum,Age_1,0,0,2015,Autumn
522,Freshwater Drum,Age_2+,0,0,2015,Autumn
522,Freshwater Drum,ALL,0,0,2015,Autumn
522,Freshwater Drum,YAO,6.239055724,6.254653363,2015,Autumn
522,Freshwater Drum,YOY,8.62E-05,8.64E-05,2015,Autumn
522,Gizzard Shad,Age_1,0,0,2015,Autumn
522,Gizzard Shad,Age_2+,0,0,2015,Autumn
522,Gizzard Shad,ALL,0,0,2015,Autumn
522,Gizzard Shad,YAO,0.361268504,0.014185814,2015,Autumn
522,Gizzard Shad,YOY,295.428803,5.37019365,2015,Autumn
522,Quillback,Age_1,0,0,2015,Autumn
522,Quillback,Age_2+,0,0,2015,Autumn
522,Quillback,ALL,0,0,2015,Autumn
522,Quillback,YAO,1.559785476,3.041581679,2015,Autumn
522,Quillback,YOY,0,0,2015,Autumn
522,Rainbow Smelt,Age_1,0,0,2015,Autumn
522,Rainbow Smelt,Age_2+,0,0,2015,Autumn
522,Rainbow Smelt,ALL,0,0,2015,Autumn
522,Rainbow Smelt,YAO,0,0,2015,Autumn
522,Rainbow Smelt,YOY,14.48372228,0.010138606,2015,Autumn
522,Round Goby,Age_1,0,0,2015,Autumn
522,Round Goby,Age_2+,0,0,2015,Autumn
522,Round Goby,ALL,45.81869837,0.29323967,2015,Autumn
522,Round Goby,YAO,0,0,2015,Autumn
522,Round Goby,YOY,0,0,2015,Autumn
522,Spottail Shiner,Age_1,0,0,2015,Autumn
522,Spottail Shiner,Age_2+,0,0,2015,Autumn
522,Spottail Shiner,ALL,0,0,2015,Autumn
522,Spottail Shiner,YAO,1.45E-12,5.17E-16,2015,Autumn
522,Spottail Shiner,YOY,14.03806929,0.010918498,2015,Autumn
522,Trout Perch,Age_1,0,0,2015,Autumn
522,Trout Perch,Age_2+,0,0,2015,Autumn
522,Trout Perch,ALL,0,0,2015,Autumn
522,Trout Perch,YAO,3.191775705,0.021145514,2015,Autumn
522,Trout Perch,YOY,3.0473662,0.020188801,2015,Autumn
522,Walleye,Age_1,16.71335112,3.781774083,2015,Autumn
522,Walleye,Age_2+,4.91138511,3.780389051,2015,Autumn
522,Walleye,ALL,0,0,2015,Autumn
522,Walleye,YAO,0,0,2015,Autumn
522,Walleye,YOY,31.40796996,1.021336342,2015,Autumn
522,White Perch,Age_1,12.63738781,0.578689942,2015,Autumn
522,White Perch,Age_2+,10.78329592,2.079236987,2015,Autumn
522,White Perch,ALL,0,0,2015,Autumn
522,White Perch,YAO,0,0,2015,Autumn
522,White Perch,YOY,64.49848489,0.353238933,2015,Autumn
522,White Sucker,Age_1,0,0,2015,Autumn
522,White Sucker,Age_2+,0,0,2015,Autumn
522,White Sucker,ALL,0,0,2015,Autumn
522,White Sucker,YAO,1.559785476,0.519408564,2015,Autumn
522,White Sucker,YOY,0,0,2015,Autumn
522,Yellow Perch,Age_1,13.9914461,0.528565742,2015,Autumn
522,Yellow Perch,Age_2+,1.585747475,0.167877833,2015,Autumn
522,Yellow Perch,ALL,0,0,2015,Autumn
522,Yellow Perch,YAO,0,0,2015,Autumn
522,Yellow Perch,YOY,6.259803094,0.029636565,2015,Autumn
523,Channel Catfish,Age_1,0,0,2015,Autumn
523,Channel Catfish,Age_2+,0,0,2015,Autumn
523,Channel Catfish,ALL,0,0,2015,Autumn
523,Channel Catfish,YAO,1.386410358,0.867892884,2015,Autumn
523,Channel Catfish,YOY,0,0,2015,Autumn
523,Freshwater Drum,Age_1,0,0,2015,Autumn
523,Freshwater Drum,Age_2+,0,0,2015,Autumn
523,Freshwater Drum,ALL,0,0,2015,Autumn
523,Freshwater Drum,YAO,4.159200708,4.93419844,2015,Autumn
523,Freshwater Drum,YOY,3.04E-05,3.60E-05,2015,Autumn
523,Gizzard Shad,Age_1,0,0,2015,Autumn
523,Gizzard Shad,Age_2+,0,0,2015,Autumn
523,Gizzard Shad,ALL,0,0,2015,Autumn
523,Gizzard Shad,YAO,4.53E-07,1.40E-08,2015,Autumn
523,Gizzard Shad,YOY,1005.559315,10.29964254,2015,Autumn
523,Rainbow Smelt,Age_1,0,0,2015,Autumn
523,Rainbow Smelt,Age_2+,0,0,2015,Autumn
523,Rainbow Smelt,ALL,0,0,2015,Autumn
523,Rainbow Smelt,YAO,0,0,2015,Autumn
523,Rainbow Smelt,YOY,2.772820717,0.002079616,2015,Autumn
523,Spottail Shiner,Age_1,0,0,2015,Autumn
523,Spottail Shiner,Age_2+,0,0,2015,Autumn
523,Spottail Shiner,ALL,0,0,2015,Autumn
523,Spottail Shiner,YAO,0,0,2015,Autumn
523,Spottail Shiner,YOY,5.545641434,0.004159231,2015,Autumn
523,Walleye,Age_1,4.071976931,0.745171778,2015,Autumn
523,Walleye,Age_2+,1.387195959,3.561831976,2015,Autumn
523,Walleye,ALL,0,0,2015,Autumn
523,Walleye,YAO,0,0,2015,Autumn
523,Walleye,YOY,58.3157036,1.923524397,2015,Autumn
523,White Bass,Age_1,0,0,2015,Autumn
523,White Bass,Age_2+,0,0,2015,Autumn
523,White Bass,ALL,0,0,2015,Autumn
523,White Bass,YAO,0,0,2015,Autumn
523,White Bass,YOY,1.386410358,0.021489361,2015,Autumn
523,White Perch,Age_1,2.772820516,0.10952641,2015,Autumn
523,White Perch,Age_2+,1.95E-07,7.72E-09,2015,Autumn
523,White Perch,ALL,0,0,2015,Autumn
523,White Perch,YAO,0,0,2015,Autumn
523,White Perch,YOY,27.36198557,0.137947831,2015,Autumn
523,White Sucker,Age_1,0,0,2015,Autumn
523,White Sucker,Age_2+,0,0,2015,Autumn
523,White Sucker,ALL,0,0,2015,Autumn
523,White Sucker,YAO,2.772820717,0.962168789,2015,Autumn
523,White Sucker,YOY,1.56E-20,5.42E-21,2015,Autumn
523,Yellow Perch,Age_1,121.997445,3.793786064,2015,Autumn
523,Yellow Perch,Age_2+,4.165858199,0.339100837,2015,Autumn
523,Yellow Perch,ALL,0,0,2015,Autumn
523,Yellow Perch,YAO,0,0,2015,Autumn
523,Yellow Perch,YOY,27.72824655,0.146961875,2015,Autumn
524,Channel Catfish,Age_1,0,0,2015,Autumn
524,Channel Catfish,Age_2+,0,0,2015,Autumn
524,Channel Catfish,ALL,0,0,2015,Autumn
524,Channel Catfish,YAO,9.689036796,9.373500488,2015,Autumn
524,Channel Catfish,YOY,7.56E-05,2.37E-05,2015,Autumn
524,Emerald Shiner,Age_1,0,0,2015,Autumn
524,Emerald Shiner,Age_2+,0,0,2015,Autumn
524,Emerald Shiner,ALL,0,0,2015,Autumn
524,Emerald Shiner,YAO,0.198744368,0.000258368,2015,Autumn
524,Emerald Shiner,YOY,240.4319595,0.312561547,2015,Autumn
524,Freshwater Drum,Age_1,0,0,2015,Autumn
524,Freshwater Drum,Age_2+,0,0,2015,Autumn
524,Freshwater Drum,ALL,0,0,2015,Autumn
524,Freshwater Drum,YAO,12.32160483,8.219742584,2015,Autumn
524,Freshwater Drum,YOY,0.003239963,0.002161379,2015,Autumn
524,Gizzard Shad,Age_1,0,0,2015,Autumn
524,Gizzard Shad,Age_2+,0,0,2015,Autumn
524,Gizzard Shad,ALL,0,0,2015,Autumn
524,Gizzard Shad,YAO,3.67E-09,1.41E-11,2015,Autumn
524,Gizzard Shad,YOY,154.8452562,1.38000644,2015,Autumn
524,Quillback,Age_1,0,0,2015,Autumn
524,Quillback,Age_2+,0,0,2015,Autumn
524,Quillback,ALL,0,0,2015,Autumn
524,Quillback,YAO,2.768256397,4.996702796,2015,Autumn
524,Quillback,YOY,6.14E-05,0.000110892,2015,Autumn
524,Rainbow Smelt,Age_1,0,0,2015,Autumn
524,Rainbow Smelt,Age_2+,0,0,2015,Autumn
524,Rainbow Smelt,ALL,0,0,2015,Autumn
524,Rainbow Smelt,YAO,0,0,2015,Autumn
524,Rainbow Smelt,YOY,9.689112414,0.002076238,2015,Autumn
524,Spottail Shiner,Age_1,0,0,2015,Autumn
524,Spottail Shiner,Age_2+,0,0,2015,Autumn
524,Spottail Shiner,ALL,0,0,2015,Autumn
524,Spottail Shiner,YAO,4.81E-09,1.01E-11,2015,Autumn
524,Spottail Shiner,YOY,6.920794577,0.014533669,2015,Autumn
524,Trout Perch,Age_1,0,0,2015,Autumn
524,Trout Perch,Age_2+,0,0,2015,Autumn
524,Trout Perch,ALL,0,0,2015,Autumn
524,Trout Perch,YAO,13.38239762,0.121271934,2015,Autumn
524,Trout Perch,YOY,9.117930879,0.030985547,2015,Autumn
524,Walleye,Age_1,51.21533792,11.45396848,2015,Autumn
524,Walleye,Age_2+,2.15E-08,4.81E-09,2015,Autumn
524,Walleye,ALL,0,0,2015,Autumn
524,Walleye,YAO,0,0,2015,Autumn
524,Walleye,YOY,142.5669103,5.226530621,2015,Autumn
524,White Bass,Age_1,1.12E-172,5.63E-173,2015,Autumn
524,White Bass,Age_2+,1.384158916,0.693463617,2015,Autumn
524,White Bass,ALL,0,0,2015,Autumn
524,White Bass,YAO,0,0,2015,Autumn
524,White Bass,YOY,1.384158916,0.018686145,2015,Autumn
524,White Perch,Age_1,42.43782429,1.851793328,2015,Autumn
524,White Perch,Age_2+,37.87305012,8.566576492,2015,Autumn
524,White Perch,ALL,0,0,2015,Autumn
524,White Perch,YAO,0,0,2015,Autumn
524,White Perch,YOY,61.72165994,0.386789928,2015,Autumn
524,White Sucker,Age_1,0,0,2015,Autumn
524,White Sucker,Age_2+,0,0,2015,Autumn
524,White Sucker,ALL,0,0,2015,Autumn
524,White Sucker,YAO,1.384158916,0.181324818,2015,Autumn
524,White Sucker,YOY,0,0,2015,Autumn
524,Yellow Perch,Age_1,59.04291959,2.472905868,2015,Autumn
524,Yellow Perch,Age_2+,22.62378316,2.008991945,2015,Autumn
524,Yellow Perch,ALL,0,0,2015,Autumn
524,Yellow Perch,YAO,0,0,2015,Autumn
524,Yellow Perch,YOY,81.66404937,0.426329704,2015,Autumn
525,Channel Catfish,Age_1,0,0,2015,Autumn
525,Channel Catfish,Age_2+,0,0,2015,Autumn
525,Channel Catfish,ALL,0,0,2015,Autumn
525,Channel Catfish,YAO,8.936634656,6.065421607,2015,Autumn
525,Channel Catfish,YOY,1.33E-14,6.03E-15,2015,Autumn
525,Common Carp,Age_1,0,0,2015,Autumn
525,Common Carp,Age_2+,0,0,2015,Autumn
525,Common Carp,ALL,0,0,2015,Autumn
525,Common Carp,YAO,3.829986281,17.61793689,2015,Autumn
525,Common Carp,YOY,2.44E-33,1.12E-32,2015,Autumn
525,Freshwater Drum,Age_1,0,0,2015,Autumn
525,Freshwater Drum,Age_2+,0,0,2015,Autumn
525,Freshwater Drum,ALL,0,0,2015,Autumn
525,Freshwater Drum,YAO,2.553324188,1.200700699,2015,Autumn
525,Freshwater Drum,YOY,1.45E-11,6.82E-12,2015,Autumn
525,Gizzard Shad,Age_1,0,0,2015,Autumn
525,Gizzard Shad,Age_2+,0,0,2015,Autumn
525,Gizzard Shad,ALL,0,0,2015,Autumn
525,Gizzard Shad,YAO,1.820052096,0.09755479,2015,Autumn
525,Gizzard Shad,YOY,238.7973745,4.799721002,2015,Autumn
525,Rainbow Smelt,Age_1,0,0,2015,Autumn
525,Rainbow Smelt,Age_2+,0,0,2015,Autumn
525,Rainbow Smelt,ALL,0,0,2015,Autumn
525,Rainbow Smelt,YAO,0,0,2015,Autumn
525,Rainbow Smelt,YOY,5.106648375,0.004212985,2015,Autumn
525,Trout Perch,Age_1,0,0,2015,Autumn
525,Trout Perch,Age_2+,0,0,2015,Autumn
525,Trout Perch,ALL,0,0,2015,Autumn
525,Trout Perch,YAO,0,0,2015,Autumn
525,Trout Perch,YOY,2.553324188,0.005744979,2015,Autumn
525,Walleye,Age_1,16.50977726,3.481482216,2015,Autumn
525,Walleye,Age_2+,5.028175341,2.933940309,2015,Autumn
525,Walleye,ALL,0,0,2015,Autumn
525,Walleye,YAO,0,0,2015,Autumn
525,Walleye,YOY,58.89175931,1.972247431,2015,Autumn
525,White Bass,Age_1,1.07E-05,3.54E-07,2015,Autumn
525,White Bass,Age_2+,0,0,2015,Autumn
525,White Bass,ALL,0,0,2015,Autumn
525,White Bass,YAO,0,0,2015,Autumn
525,White Bass,YOY,2.553313466,0.084259344,2015,Autumn
525,White Perch,Age_1,7.659159128,0.445953687,2015,Autumn
525,White Perch,Age_2+,11.37361025,2.874644419,2015,Autumn
525,White Perch,ALL,0,0,2015,Autumn
525,White Perch,YAO,0,0,2015,Autumn
525,White Perch,YOY,29.5050795,0.132772858,2015,Autumn
525,Yellow Perch,Age_1,7.717958799,0.32798822,2015,Autumn
525,Yellow Perch,Age_2+,5.048703365,1.026550401,2015,Autumn
525,Yellow Perch,ALL,0,0,2015,Autumn
525,Yellow Perch,YAO,0,0,2015,Autumn
525,Yellow Perch,YOY,11.48991762,0.039576385,2015,Autumn
526,Freshwater Drum,Age_1,0,0,2015,Autumn
526,Freshwater Drum,Age_2+,0,0,2015,Autumn
526,Freshwater Drum,ALL,0,0,2015,Autumn
526,Freshwater Drum,YAO,12.05740107,12.27376713,2015,Autumn
526,Freshwater Drum,YOY,1.508044076,0.016746212,2015,Autumn
526,Gizzard Shad,Age_1,0,0,2015,Autumn
526,Gizzard Shad,Age_2+,0,0,2015,Autumn
526,Gizzard Shad,ALL,0,0,2015,Autumn
526,Gizzard Shad,YAO,0.225656442,0.004467998,2015,Autumn
526,Gizzard Shad,YOY,27.18212678,0.53820611,2015,Autumn
526,Rainbow Smelt,Age_1,0,0,2015,Autumn
526,Rainbow Smelt,Age_2+,0,0,2015,Autumn
526,Rainbow Smelt,ALL,0,0,2015,Autumn
526,Rainbow Smelt,YAO,0,0,2015,Autumn
526,Rainbow Smelt,YOY,60.29712309,0.018089137,2015,Autumn
526,Walleye,Age_1,6.029941206,1.426034714,2015,Autumn
526,Walleye,Age_2+,1.507428159,1.150167642,2015,Autumn
526,Walleye,ALL,0,0,2015,Autumn
526,Walleye,YAO,0,0,2015,Autumn
526,Walleye,YOY,34.6706168,1.178800984,2015,Autumn
526,White Bass,Age_1,0,0,2015,Autumn
526,White Bass,Age_2+,1.507428077,1.40341554,2015,Autumn
526,White Bass,ALL,0,0,2015,Autumn
526,White Bass,YAO,0,0,2015,Autumn
526,White Bass,YOY,0,0,2015,Autumn
526,White Perch,Age_1,15.07428767,0.717535797,2015,Autumn
526,White Perch,Age_2+,1.507428077,0.287918763,2015,Autumn
526,White Perch,ALL,0,0,2015,Autumn
526,White Perch,YAO,0,0,2015,Autumn
526,White Perch,YOY,13.5668458,0.063311947,2015,Autumn
526,White Sucker,Age_1,0,0,2015,Autumn
526,White Sucker,Age_2+,0,0,2015,Autumn
526,White Sucker,ALL,0,0,2015,Autumn
526,White Sucker,YAO,1.507428077,1.113989349,2015,Autumn
526,White Sucker,YOY,0,0,2015,Autumn
526,Yellow Perch,Age_1,5.928483189,0.317766699,2015,Autumn
526,Yellow Perch,Age_2+,1.262429617,0.067666227,2015,Autumn
526,Yellow Perch,ALL,0,0,2015,Autumn
526,Yellow Perch,YAO,0,0,2015,Autumn
526,Yellow Perch,YOY,0.34622758,0.018557798,2015,Autumn
527,Channel Catfish,Age_1,0,0,2015,Autumn
527,Channel Catfish,Age_2+,0,0,2015,Autumn
527,Channel Catfish,ALL,0,0,2015,Autumn
527,Channel Catfish,YAO,1.532717164,1.401669846,2015,Autumn
527,Channel Catfish,YOY,0,0,2015,Autumn
527,Emerald Shiner,Age_1,0,0,2015,Autumn
527,Emerald Shiner,Age_2+,0,0,2015,Autumn
527,Emerald Shiner,ALL,0,0,2015,Autumn
527,Emerald Shiner,YAO,0,0,2015,Autumn
527,Emerald Shiner,YOY,38.72127572,0.073570424,2015,Autumn
527,Freshwater Drum,Age_1,0,0,2015,Autumn
527,Freshwater Drum,Age_2+,0,0,2015,Autumn
527,Freshwater Drum,ALL,0,0,2015,Autumn
527,Freshwater Drum,YAO,6.130868655,12.88402048,2015,Autumn
527,Freshwater Drum,YOY,9.48E-10,1.99E-09,2015,Autumn
527,Gizzard Shad,Age_1,0,0,2015,Autumn
527,Gizzard Shad,Age_2+,0,0,2015,Autumn
527,Gizzard Shad,ALL,0,0,2015,Autumn
527,Gizzard Shad,YAO,4.90E-14,7.45E-16,2015,Autumn
527,Gizzard Shad,YOY,47.59490141,0.723442501,2015,Autumn
527,Rainbow Smelt,Age_1,0,0,2015,Autumn
527,Rainbow Smelt,Age_2+,0,0,2015,Autumn
527,Rainbow Smelt,ALL,0,0,2015,Autumn
527,Rainbow Smelt,YAO,0,0,2015,Autumn
527,Rainbow Smelt,YOY,9.196302984,0.003831793,2015,Autumn
527,Round Goby,Age_1,0,0,2015,Autumn
527,Round Goby,Age_2+,0,0,2015,Autumn
527,Round Goby,ALL,225.2427832,1.036116803,2015,Autumn
527,Round Goby,YAO,0,0,2015,Autumn
527,Round Goby,YOY,0,0,2015,Autumn
527,Spottail Shiner,Age_1,0,0,2015,Autumn
527,Spottail Shiner,Age_2+,0,0,2015,Autumn
527,Spottail Shiner,ALL,0,0,2015,Autumn
527,Spottail Shiner,YAO,0,0,2015,Autumn
527,Spottail Shiner,YOY,12.26173731,0.002299076,2015,Autumn
527,Walleye,Age_1,16.85941361,3.528215466,2015,Autumn
527,Walleye,Age_2+,1.532738827,0.856027069,2015,Autumn
527,Walleye,ALL,0,0,2015,Autumn
527,Walleye,YAO,0,0,2015,Autumn
527,Walleye,YOY,36.78566547,1.088324098,2015,Autumn
527,White Bass,Age_1,0.138395512,0.065599473,2015,Autumn
527,White Bass,Age_2+,2.927015423,1.38740531,2015,Autumn
527,White Bass,ALL,0,0,2015,Autumn
527,White Bass,YAO,0,0,2015,Autumn
527,White Bass,YOY,2.34E-05,1.11E-05,2015,Autumn
527,White Perch,Age_1,6.321856434,0.319253263,2015,Autumn
527,White Perch,Age_2+,5.94138928,1.457125507,2015,Autumn
527,White Perch,ALL,0,0,2015,Autumn
527,White Perch,YAO,0,0,2015,Autumn
527,White Perch,YOY,293.9736437,1.463018956,2015,Autumn
527,Yellow Perch,Age_1,30.65403073,1.043612292,2015,Autumn
527,Yellow Perch,Age_2+,3.07162074,0.292827699,2015,Autumn
527,Yellow Perch,ALL,0,0,2015,Autumn
527,Yellow Perch,YAO,0,0,2015,Autumn
527,Yellow Perch,YOY,38.31205523,0.205473477,2015,Autumn
528,Brown Bullhead,Age_1,0,0,2015,Autumn
528,Brown Bullhead,Age_2+,0,0,2015,Autumn
528,Brown Bullhead,ALL,0,0,2015,Autumn
528,Brown Bullhead,YAO,1.397821638,0.634611023,2015,Autumn
528,Brown Bullhead,YOY,0,0,2015,Autumn
528,Channel Catfish,Age_1,0,0,2015,Autumn
528,Channel Catfish,Age_2+,0,0,2015,Autumn
528,Channel Catfish,ALL,0,0,2015,Autumn
528,Channel Catfish,YAO,2.795643275,3.365954503,2015,Autumn
528,Channel Catfish,YOY,0,0,2015,Autumn
528,Common Carp,Age_1,0,0,2015,Autumn
528,Common Carp,Age_2+,0,0,2015,Autumn
528,Common Carp,ALL,0,0,2015,Autumn
528,Common Carp,YAO,2.795643275,16.8996636,2015,Autumn
528,Common Carp,YOY,2.83E-112,1.71E-111,2015,Autumn
528,Freshwater Drum,Age_1,0,0,2015,Autumn
528,Freshwater Drum,Age_2+,0,0,2015,Autumn
528,Freshwater Drum,ALL,0,0,2015,Autumn
528,Freshwater Drum,YAO,11.14622603,14.32301284,2015,Autumn
528,Freshwater Drum,YOY,0.199427881,0.256266838,2015,Autumn
528,Gizzard Shad,Age_1,0,0,2015,Autumn
528,Gizzard Shad,Age_2+,0,0,2015,Autumn
528,Gizzard Shad,ALL,0,0,2015,Autumn
528,Gizzard Shad,YAO,0.000421291,1.21E-05,2015,Autumn
528,Gizzard Shad,YOY,271.0022487,4.308074175,2015,Autumn
528,Goldfish,Age_1,0,0,2015,Autumn
528,Goldfish,Age_2+,0,0,2015,Autumn
528,Goldfish,ALL,1.397821638,0.786973582,2015,Autumn
528,Goldfish,YAO,0,0,2015,Autumn
528,Goldfish,YOY,0,0,2015,Autumn
528,Quillback,Age_1,0,0,2015,Autumn
528,Quillback,Age_2+,0,0,2015,Autumn
528,Quillback,ALL,0,0,2015,Autumn
528,Quillback,YAO,2.795643275,7.430819825,2015,Autumn
528,Quillback,YOY,8.09E-42,2.15E-41,2015,Autumn
528,Rainbow Smelt,Age_1,0,0,2015,Autumn
528,Rainbow Smelt,Age_2+,0,0,2015,Autumn
528,Rainbow Smelt,ALL,0,0,2015,Autumn
528,Rainbow Smelt,YAO,1.49E-09,7.44E-13,2015,Autumn
528,Rainbow Smelt,YOY,6.989108187,0.003494554,2015,Autumn
528,Silver Chub,Age_1,0,0,2015,Autumn
528,Silver Chub,Age_2+,0,0,2015,Autumn
528,Silver Chub,ALL,0,0,2015,Autumn
528,Silver Chub,YAO,1.397821638,0.09365405,2015,Autumn
528,Silver Chub,YOY,0,0,2015,Autumn
528,Spottail Shiner,Age_1,0,0,2015,Autumn
528,Spottail Shiner,Age_2+,0,0,2015,Autumn
528,Spottail Shiner,ALL,0,0,2015,Autumn
528,Spottail Shiner,YAO,0,0,2015,Autumn
528,Spottail Shiner,YOY,1.397821638,0.002795643,2015,Autumn
528,Walleye,Age_1,15.37604009,3.793687993,2015,Autumn
528,Walleye,Age_2+,0,0,2015,Autumn
528,Walleye,ALL,0,0,2015,Autumn
528,Walleye,YAO,0,0,2015,Autumn
528,Walleye,YOY,131.3952319,4.330451365,2015,Autumn
528,White Bass,Age_1,1.158911678,0.577138015,2015,Autumn
528,White Bass,Age_2+,5.803688808,2.890237026,2015,Autumn
528,White Bass,ALL,0,0,2015,Autumn
528,White Bass,YAO,0,0,2015,Autumn
528,White Bass,YOY,7.01561589,0.085887562,2015,Autumn
528,White Perch,Age_1,99.30995435,5.29449048,2015,Autumn
528,White Perch,Age_2+,33.28159282,6.383392074,2015,Autumn
528,White Perch,ALL,0,0,2015,Autumn
528,White Perch,YAO,0,0,2015,Autumn
528,White Perch,YOY,49.63893907,0.357361746,2015,Autumn
528,Yellow Perch,Age_1,29.31900044,0.725554819,2015,Autumn
528,Yellow Perch,Age_2+,1.399667788,0.177569062,2015,Autumn
528,Yellow Perch,ALL,0,0,2015,Autumn
528,Yellow Perch,YAO,0,0,2015,Autumn
528,Yellow Perch,YOY,26.59201892,0.191370461,2015,Autumn
529,Channel Catfish,Age_1,0,0,2015,Autumn
529,Channel Catfish,Age_2+,0,0,2015,Autumn
529,Channel Catfish,ALL,0,0,2015,Autumn
529,Channel Catfish,YAO,1.282830343,0.381000612,2015,Autumn
529,Channel Catfish,YOY,0,0,2015,Autumn
529,Common Carp,Age_1,0,0,2015,Autumn
529,Common Carp,Age_2+,0,0,2015,Autumn
529,Common Carp,ALL,0,0,2015,Autumn
529,Common Carp,YAO,5.131321373,22.69070311,2015,Autumn
529,Common Carp,YOY,8.43E-29,3.73E-28,2015,Autumn
529,Freshwater Drum,Age_1,0,0,2015,Autumn
529,Freshwater Drum,Age_2+,0,0,2015,Autumn
529,Freshwater Drum,ALL,0,0,2015,Autumn
529,Freshwater Drum,YAO,6.413404758,6.795643682,2015,Autumn
529,Freshwater Drum,YOY,0.000746958,0.000791477,2015,Autumn
529,Gizzard Shad,Age_1,0,0,2015,Autumn
529,Gizzard Shad,Age_2+,0,0,2015,Autumn
529,Gizzard Shad,ALL,0,0,2015,Autumn
529,Gizzard Shad,YAO,1.332858978,0.058353698,2015,Autumn
529,Gizzard Shad,YOY,220.4343319,2.001871833,2015,Autumn
529,Quillback,Age_1,0,0,2015,Autumn
529,Quillback,Age_2+,0,0,2015,Autumn
529,Quillback,ALL,0,0,2015,Autumn
529,Quillback,YAO,2.560639089,3.830716608,2015,Autumn
