serial,species,size,count_final,year,season
502,Yellow Perch,XS,40.65,2013,Autumn
502,Yellow Perch,L,5,2013,Autumn
502,Yellow Perch,O/D,5,2013,Autumn
502,White Bass,ALL,1,2013,Autumn
502,Emerald Shiner,ALL,10,2013,Autumn
502,Gizzard Shad,S,34.87,2013,Autumn
502,Gizzard Shad,M,1,2013,Autumn
502,Trout Perch,ALL,74.29,2013,Autumn
502,Freshwater Drum,XS,4,2013,Autumn
502,Freshwater Drum,S,16,2013,Autumn
502,Freshwater Drum,M,27.1,2013,Autumn
502,Freshwater Drum,L,3,2013,Autumn
502,Channel Catfish,ALL,5,2013,Autumn
502,Round Goby,ALL,4,2013,Autumn
502,Silver Chub,ALL,1,2013,Autumn
502,Spottail Shiner,L,1,2013,Autumn
502,Spottail Shiner,M,26.21,2013,Autumn
503,Quillback,ALL,1,2013,Autumn
503,White Sucker,ALL,1,2013,Autumn
503,Walleye,ALL,4,2013,Autumn
503,White Perch,XS,47.23,2013,Autumn
503,White Perch,L,89.46,2013,Autumn
503,White Perch,O/D,5,2013,Autumn
503,Yellow Perch,XS,10,2013,Autumn
503,Yellow Perch,M,6,2013,Autumn
503,Yellow Perch,O/D,5,2013,Autumn
503,White Bass,ALL,1,2013,Autumn
503,Emerald Shiner,ALL,7,2013,Autumn
503,Gizzard Shad,ALL,33.36,2013,Autumn
503,Trout Perch,ALL,13.83,2013,Autumn
503,Freshwater Drum,M,46,2013,Autumn
503,Freshwater Drum,L,12.17,2013,Autumn
503,Channel Catfish,ALL,2,2013,Autumn
503,Alewife,ALL,7,2013,Autumn
504,Common Carp,ALL,2,2013,Autumn
504,Quillback,ALL,1,2013,Autumn
504,Walleye,ALL,1,2013,Autumn
504,White Perch,XS,32.42,2013,Autumn
504,White Perch,M,4,2013,Autumn
504,White Perch,O/D,5,2013,Autumn
504,Freshwater Drum,ALL,17,2013,Autumn
504,Channel Catfish,ALL,15,2013,Autumn
505,Walleye,ALL,5,2013,Autumn
505,White Perch,XS,216.9,2013,Autumn
505,White Perch,S,11,2013,Autumn
505,White Perch,M,10,2013,Autumn
505,White Perch,L,1,2013,Autumn
505,White Perch,O/D,5,2013,Autumn
505,Yellow Perch,XS,6,2013,Autumn
505,Yellow Perch,S,3,2013,Autumn
505,Yellow Perch,L,2,2013,Autumn
505,Yellow Perch,O/D,3,2013,Autumn
505,White Bass,ALL,3,2013,Autumn
505,Emerald Shiner,S,297.78,2013,Autumn
505,Emerald Shiner,M,16.06,2013,Autumn
505,Gizzard Shad,S,17.33,2013,Autumn
505,Gizzard Shad,M,10,2013,Autumn
505,Gizzard Shad,L,1,2013,Autumn
505,Trout Perch,S,24.69,2013,Autumn
505,Trout Perch,M,5,2013,Autumn
505,Freshwater Drum,S,16.18,2013,Autumn
505,Freshwater Drum,M,24.77,2013,Autumn
505,Channel Catfish,ALL,6,2013,Autumn
505,Round Goby,ALL,2,2013,Autumn
505,Spottail Shiner,ALL,1,2013,Autumn
506,Walleye,ALL,9,2013,Autumn
506,White Perch,XS,65.48,2013,Autumn
506,White Perch,M,24.2,2013,Autumn
506,White Perch,L,14.45,2013,Autumn
506,White Perch,O/D,5,2013,Autumn
506,Yellow Perch,XS,19.58,2013,Autumn
506,Yellow Perch,L,2,2013,Autumn
506,Yellow Perch,O/D,1,2013,Autumn
506,White Bass,ALL,2,2013,Autumn
506,Emerald Shiner,S,21.25,2013,Autumn
506,Emerald Shiner,L,20.94,2013,Autumn
506,Gizzard Shad,S,182.61,2013,Autumn
506,Gizzard Shad,M,323.7,2013,Autumn
506,Gizzard Shad,L,20.87,2013,Autumn
506,Gizzard Shad,XL,2,2013,Autumn
506,Trout Perch,ALL,50,2013,Autumn
506,Freshwater Drum,S,3,2013,Autumn
506,Freshwater Drum,M,18.85,2013,Autumn
506,Freshwater Drum,L,17.46,2013,Autumn
506,Alewife,ALL,62.2,2013,Autumn
507,White Perch,ALL,2,2013,Autumn
507,Yellow Perch,ALL,1,2013,Autumn
507,Gizzard Shad,ALL,2,2013,Autumn
507,Trout Perch,ALL,3,2013,Autumn
507,Freshwater Drum,M,34.05,2013,Autumn
507,Freshwater Drum,L,5,2013,Autumn
507,Channel Catfish,ALL,1,2013,Autumn
507,Smallmouth Bass,ALL,6,2013,Autumn
508,Walleye,ALL,12,2013,Autumn
508,White Perch,XS,71.63,2013,Autumn
508,White Perch,S,16.09,2013,Autumn
508,White Perch,M,16,2013,Autumn
508,White Perch,L,2,2013,Autumn
508,White Perch,O/D,5,2013,Autumn
508,Yellow Perch,O/D,1,2013,Autumn
508,White Bass,ALL,9,2013,Autumn
508,Emerald Shiner,S,35.71,2013,Autumn
508,Emerald Shiner,M,3,2013,Autumn
508,Gizzard Shad,XS,5,2013,Autumn
508,Gizzard Shad,S,7,2013,Autumn
508,Trout Perch,ALL,1,2013,Autumn
508,Freshwater Drum,L,19,2013,Autumn
508,Channel Catfish,ALL,13,2013,Autumn
508,Round Goby,S,8,2013,Autumn
508,Round Goby,L,7,2013,Autumn
509,Quillback,ALL,7,2013,Autumn
509,White Sucker,ALL,1,2013,Autumn
509,Walleye,ALL,21,2013,Autumn
509,White Perch,XS,4189.19,2013,Autumn
509,White Perch,M,68.88,2013,Autumn
509,White Perch,L,11,2013,Autumn
509,White Perch,O/D,5,2013,Autumn
509,Yellow Perch,XS,90,2013,Autumn
509,Yellow Perch,M,42.79,2013,Autumn
509,Yellow Perch,L,27.15,2013,Autumn
509,Yellow Perch,O/D,5,2013,Autumn
509,White Bass,S,1,2013,Autumn
509,Emerald Shiner,S,6,2013,Autumn
509,Gizzard Shad,XS,1,2013,Autumn
509,Gizzard Shad,S,22.94,2013,Autumn
509,Gizzard Shad,M,23.89,2013,Autumn
509,Trout Perch,ALL,22.22,2013,Autumn
509,Freshwater Drum,S,6,2013,Autumn
509,Freshwater Drum,L,21.4,2013,Autumn
509,Channel Catfish,ALL,4,2013,Autumn
509,Alewife,ALL,6,2013,Autumn
510,Walleye,ALL,4,2013,Autumn
510,White Perch,S,17.46,2013,Autumn
510,Yellow Perch,XS,586.53,2013,Autumn
510,Yellow Perch,M,9,2013,Autumn
510,Yellow Perch,L,6,2013,Autumn
510,Yellow Perch,O/D,5,2013,Autumn
510,Emerald Shiner,ALL,1,2013,Autumn
510,Emerald Shiner,XS,91.5,2013,Autumn
510,Gizzard Shad,S,12,2013,Autumn
510,Gizzard Shad,M,10,2013,Autumn
510,Trout Perch,S,87.59,2013,Autumn
510,Trout Perch,M,2,2013,Autumn
510,Freshwater Drum,ALL,2,2013,Autumn
510,Alewife,ALL,475.73,2013,Autumn
510,Round Goby,S,8,2013,Autumn
510,Round Goby,M,7,2013,Autumn
510,Round Goby,L,5,2013,Autumn
510,Logperch,ALL,11.31,2013,Autumn
510,Smallmouth Bass,ALL,3,2013,Autumn
511,White Perch,XS,30.8,2013,Autumn
511,White Perch,S,2,2013,Autumn
511,Yellow Perch,XS,59.31,2013,Autumn
511,Yellow Perch,S,4,2013,Autumn
511,Yellow Perch,M,17.88,2013,Autumn
511,Yellow Perch,L,4,2013,Autumn
511,Yellow Perch,O/D,5,2013,Autumn
511,White Bass,ALL,3,2013,Autumn
511,Emerald Shiner,ALL,9,2013,Autumn
511,Trout Perch,S,210.22,2013,Autumn
511,Trout Perch,M,15.97,2013,Autumn
511,Freshwater Drum,ALL,11,2013,Autumn
511,Alewife,ALL,8,2013,Autumn
511,Round Goby,ALL,8,2013,Autumn
511,Logperch,ALL,1,2013,Autumn
511,Spottail Shiner,ALL,3,2013,Autumn
511,Smallmouth Bass,ALL,4,2013,Autumn
512,Quillback,ALL,4,2013,Autumn
512,White Sucker,ALL,1,2013,Autumn
512,Walleye,ALL,3,2013,Autumn
512,White Perch,XS,171.72,2013,Autumn
512,White Perch,S,36.31,2013,Autumn
512,White Perch,M,39.6,2013,Autumn
512,White Perch,L,9.74,2013,Autumn
512,White Perch,O/D,5,2013,Autumn
512,Yellow Perch,XS,9,2013,Autumn
512,Yellow Perch,S,5,2013,Autumn
512,Yellow Perch,O/D,5,2013,Autumn
512,White Bass,ALL,5,2013,Autumn
512,Emerald Shiner,ALL,8,2013,Autumn
512,Gizzard Shad,XS,10,2013,Autumn
512,Gizzard Shad,S,2,2013,Autumn
512,Gizzard Shad,M,35.4,2013,Autumn
512,Gizzard Shad,L,6,2013,Autumn
512,Trout Perch,ALL,2,2013,Autumn
512,Freshwater Drum,XS,7,2013,Autumn
512,Freshwater Drum,S,26.68,2013,Autumn
512,Freshwater Drum,M,59.29,2013,Autumn
512,Freshwater Drum,L,14.06,2013,Autumn
512,Freshwater Drum,XL,9,2013,Autumn
512,Channel Catfish,ALL,20,2013,Autumn
512,Round Goby,ALL,1,2013,Autumn
513,Quillback,ALL,1,2013,Autumn
513,White Sucker,ALL,1,2013,Autumn
513,Walleye,ALL,8,2013,Autumn
513,White Perch,XS,364.92,2013,Autumn
513,White Perch,S,26.93,2013,Autumn
513,White Perch,L,14.63,2013,Autumn
513,White Perch,O/D,5,2013,Autumn
513,Yellow Perch,XS,143.27,2013,Autumn
513,Yellow Perch,M,29,2013,Autumn
513,Yellow Perch,O/D,5,2013,Autumn
513,White Bass,ALL,2,2013,Autumn
513,Emerald Shiner,S,57,2013,Autumn
513,Emerald Shiner,M,11,2013,Autumn
513,Gizzard Shad,XS,30.08,2013,Autumn
513,Gizzard Shad,M,7,2013,Autumn
513,Rainbow Smelt,ALL,1,2013,Autumn
513,Trout Perch,S,46.97,2013,Autumn
513,Trout Perch,M,117.25,2013,Autumn
513,Freshwater Drum,XS,21.84,2013,Autumn
513,Freshwater Drum,S,20.6,2013,Autumn
513,Freshwater Drum,M,23.5,2013,Autumn
513,Channel Catfish,ALL,4,2013,Autumn
513,Alewife,ALL,1,2013,Autumn
513,Round Goby,ALL,3,2013,Autumn
513,Spottail Shiner,ALL,1,2013,Autumn
514,Quillback,ALL,65.33,2013,Autumn
514,Walleye,XS,4,2013,Autumn
514,Walleye,S,17.49,2013,Autumn
514,Walleye,M,6,2013,Autumn
514,Walleye,L,3,2013,Autumn
514,White Perch,XS,515.91,2013,Autumn
514,White Perch,S,4,2013,Autumn
514,White Perch,M,22.71,2013,Autumn
514,White Perch,L,113.51,2013,Autumn
514,White Perch,O/D,5,2013,Autumn
514,Yellow Perch,S,20.5,2013,Autumn
514,Yellow Perch,M,10,2013,Autumn
514,Yellow Perch,O/D,5,2013,Autumn
514,White Bass,ALL,42.56,2013,Autumn
514,Emerald Shiner,S,187.14,2013,Autumn
514,Emerald Shiner,M,1,2013,Autumn
514,Gizzard Shad,XS,161.05,2013,Autumn
514,Gizzard Shad,S,248.18,2013,Autumn
514,Gizzard Shad,M,15.51,2013,Autumn
514,Gizzard Shad,L,1,2013,Autumn
514,Trout Perch,S,26.72,2013,Autumn
514,Trout Perch,M,8,2013,Autumn
514,Freshwater Drum,S,10,2013,Autumn
514,Freshwater Drum,M,14.46,2013,Autumn
514,Channel Catfish,ALL,10,2013,Autumn
514,Round Goby,ALL,1,2013,Autumn
515,White Perch,XS,1534.34,2013,Autumn
515,Yellow Perch,XS,3126.76,2013,Autumn
515,Yellow Perch,M,11.13,2013,Autumn
515,Yellow Perch,O/D,5,2013,Autumn
515,Emerald Shiner,ALL,16.25,2013,Autumn
515,Gizzard Shad,S,124.05,2013,Autumn
515,Gizzard Shad,M,20.02,2013,Autumn
515,Gizzard Shad,L,1,2013,Autumn
515,Trout Perch,ALL,17.42,2013,Autumn
515,Freshwater Drum,ALL,4,2013,Autumn
515,Logperch,ALL,7,2013,Autumn
516,Walleye,S,11,2013,Autumn
516,Walleye,M,4,2013,Autumn
516,Walleye,L,7,2013,Autumn
516,White Perch,XS,893.14,2013,Autumn
516,White Perch,M,37.12,2013,Autumn
516,White Perch,L,69.51,2013,Autumn
516,White Perch,O/D,5,2013,Autumn
516,Yellow Perch,XS,42.71,2013,Autumn
516,Yellow Perch,S,8,2013,Autumn
516,Yellow Perch,M,11,2013,Autumn
516,Yellow Perch,O/D,5,2013,Autumn
516,Gizzard Shad,S,10,2013,Autumn
516,Gizzard Shad,M,10,2013,Autumn
516,Gizzard Shad,L,10,2013,Autumn
516,Trout Perch,S,91.14,2013,Autumn
516,Trout Perch,M,88.06,2013,Autumn
516,Freshwater Drum,S,13,2013,Autumn
516,Freshwater Drum,M,34.99,2013,Autumn
516,Freshwater Drum,L,5,2013,Autumn
516,Channel Catfish,ALL,3,2013,Autumn
516,Round Goby,ALL,2,2013,Autumn
517,Quillback,ALL,8,2013,Autumn
517,White Sucker,ALL,2,2013,Autumn
517,Walleye,ALL,36,2013,Autumn
517,White Perch,XS,179.55,2013,Autumn
517,White Perch,S,18,2013,Autumn
517,White Perch,L,8,2013,Autumn
517,White Perch,O/D,5,2013,Autumn
517,Yellow Perch,XS,5,2013,Autumn
517,Yellow Perch,L,14.09,2013,Autumn
517,Yellow Perch,O/D,2,2013,Autumn
517,White Bass,ALL,7,2013,Autumn
517,Emerald Shiner,S,75,2013,Autumn
517,Emerald Shiner,L,5,2013,Autumn
517,Gizzard Shad,S,335.43,2013,Autumn
517,Gizzard Shad,L,36.12,2013,Autumn
517,Rainbow Smelt,ALL,2,2013,Autumn
517,Trout Perch,ALL,262.97,2013,Autumn
517,Freshwater Drum,ALL,8,2013,Autumn
517,Channel Catfish,ALL,4,2013,Autumn
517,Alewife,ALL,4,2013,Autumn
517,Round Goby,ALL,1,2013,Autumn
518,Common Carp,ALL,1,2013,Autumn
518,Walleye,S,5,2013,Autumn
518,Walleye,M,1,2013,Autumn
518,White Perch,XS,1721.51,2013,Autumn
518,White Perch,M,1,2013,Autumn
518,White Perch,O/D,5,2013,Autumn
518,Yellow Perch,XS,2478.87,2013,Autumn
518,Yellow Perch,M,13,2013,Autumn
518,Yellow Perch,L,14,2013,Autumn
518,Yellow Perch,O/D,5,2013,Autumn
518,White Bass,ALL,2,2013,Autumn
518,Gizzard Shad,S,244.9,2013,Autumn
518,Gizzard Shad,M,13.83,2013,Autumn
518,Gizzard Shad,L,3,2013,Autumn
518,Trout Perch,ALL,21.2,2013,Autumn
518,Freshwater Drum,M,16.59,2013,Autumn
518,Freshwater Drum,L,10,2013,Autumn
518,Round Goby,ALL,1,2013,Autumn
518,Logperch,ALL,1,2013,Autumn
518,Silver Chub,ALL,3,2013,Autumn
519,Common Carp,ALL,2,2013,Autumn
519,Quillback,ALL,1,2013,Autumn
519,White Sucker,ALL,1,2013,Autumn
519,Walleye,ALL,5,2013,Autumn
519,White Perch,XS,340.7,2013,Autumn
519,White Perch,S,41.01,2013,Autumn
519,White Perch,M,28.31,2013,Autumn
519,White Perch,L,4,2013,Autumn
519,White Perch,O/D,5,2013,Autumn
519,Yellow Perch,XS,492,2013,Autumn
519,Yellow Perch,S,7,2013,Autumn
519,Yellow Perch,M,22,2013,Autumn
519,Yellow Perch,O/D,5,2013,Autumn
519,White Bass,ALL,5,2013,Autumn
519,Emerald Shiner,ALL,121.59,2013,Autumn
519,Gizzard Shad,S,30,2013,Autumn
519,Gizzard Shad,L,2,2013,Autumn
519,Rainbow Smelt,XS,45,2013,Autumn
519,Rainbow Smelt,L,1,2013,Autumn
519,Trout Perch,S,71.88,2013,Autumn
519,Freshwater Drum,S,13,2013,Autumn
519,Freshwater Drum,L,5,2013,Autumn
519,Alewife,ALL,349.18,2013,Autumn
519,Logperch,ALL,1,2013,Autumn
519,Spottail Shiner,ALL,3,2013,Autumn
519,Rock Bass,ALL,1,2013,Autumn
520,Quillback,ALL,12,2013,Autumn
520,White Sucker,ALL,1,2013,Autumn
520,Walleye,ALL,14,2013,Autumn
520,White Perch,XS,693.19,2013,Autumn
520,White Perch,S,104.29,2013,Autumn
520,White Perch,M,12.66,2013,Autumn
520,White Perch,O/D,5,2013,Autumn
520,Yellow Perch,XS,5,2013,Autumn
520,Yellow Perch,S,2,2013,Autumn
520,Yellow Perch,O/D,3,2013,Autumn
520,White Bass,ALL,2,2013,Autumn
520,Emerald Shiner,S,10,2013,Autumn
520,Emerald Shiner,L,1,2013,Autumn
520,Gizzard Shad,S,46.51,2013,Autumn
520,Rainbow Smelt,XS,2,2013,Autumn
520,Trout Perch,S,9,2013,Autumn
520,Trout Perch,L,4,2013,Autumn
520,Freshwater Drum,ALL,9,2013,Autumn
520,Channel Catfish,M,25,2013,Autumn
520,Alewife,ALL,18,2013,Autumn
520,Round Goby,ALL,8,2013,Autumn
521,Quillback,ALL,3,2013,Autumn
521,Walleye,ALL,8,2013,Autumn
521,White Perch,XS,221.43,2013,Autumn
521,White Perch,S,24.67,2013,Autumn
521,White Perch,M,33.68,2013,Autumn
521,White Perch,L,113.15,2013,Autumn
521,White Perch,O/D,5,2013,Autumn
521,Yellow Perch,XS,16.3,2013,Autumn
521,Yellow Perch,M,11,2013,Autumn
521,Yellow Perch,L,6,2013,Autumn
521,Yellow Perch,O/D,3,2013,Autumn
521,White Bass,M,13.02,2013,Autumn
521,White Bass,L,3,2013,Autumn
521,Emerald Shiner,ALL,72.53,2013,Autumn
521,Gizzard Shad,S,49.6,2013,Autumn
521,Gizzard Shad,M,72.73,2013,Autumn
521,Gizzard Shad,L,4,2013,Autumn
521,Rainbow Smelt,XS,7,2013,Autumn
521,Trout Perch,ALL,3,2013,Autumn
521,Freshwater Drum,S,37.91,2013,Autumn
521,Freshwater Drum,L,16.88,2013,Autumn
521,Channel Catfish,ALL,17,2013,Autumn
521,Round Goby,ALL,4,2013,Autumn
522,White Sucker,ALL,1,2013,Autumn
522,Walleye,ALL,3,2013,Autumn
522,White Perch,XS,808.74,2013,Autumn
522,White Perch,S,5,2013,Autumn
522,White Perch,M,1,2013,Autumn
522,White Perch,O/D,2,2013,Autumn
522,Yellow Perch,XS,45.33,2013,Autumn
522,Yellow Perch,L,2,2013,Autumn
522,Emerald Shiner,ALL,9,2013,Autumn
522,Gizzard Shad,S,11,2013,Autumn
522,Gizzard Shad,M,87.79,2013,Autumn
522,Rainbow Smelt,ALL,8,2013,Autumn
522,Trout Perch,ALL,2,2013,Autumn
522,Freshwater Drum,S,6,2013,Autumn
522,Freshwater Drum,L,27.94,2013,Autumn
522,Channel Catfish,ALL,3,2013,Autumn
522,Alewife,ALL,300,2013,Autumn
522,Round Goby,ALL,5,2013,Autumn
523,White Perch,XS,135.18,2013,Autumn
523,White Perch,O/D,1,2013,Autumn
523,Yellow Perch,XS,84.93,2013,Autumn
523,Yellow Perch,M,16.51,2013,Autumn
523,Yellow Perch,L,7,2013,Autumn
523,Yellow Perch,O/D,1,2013,Autumn
523,Gizzard Shad,S,12,2013,Autumn
523,Rainbow Smelt,ALL,1,2013,Autumn
523,Freshwater Drum,ALL,10,2013,Autumn
523,Silver Chub,ALL,5,2013,Autumn
524,White Sucker,ALL,1,2013,Autumn
524,Walleye,ALL,8,2013,Autumn
524,White Perch,XS,319.25,2013,Autumn
524,White Perch,S,39.03,2013,Autumn
524,White Perch,M,21.01,2013,Autumn
524,White Perch,O/D,5,2013,Autumn
524,Yellow Perch,XS,89,2013,Autumn
524,Yellow Perch,S,18,2013,Autumn
524,Yellow Perch,M,32,2013,Autumn
524,Yellow Perch,L,12,2013,Autumn
524,Yellow Perch,XL,2,2013,Autumn
524,Yellow Perch,O/D,5,2013,Autumn
524,White Bass,ALL,8,2013,Autumn
524,White Bass,L,1,2013,Autumn
524,Emerald Shiner,ALL,2,2013,Autumn
524,Gizzard Shad,M,20.12,2013,Autumn
524,Gizzard Shad,L,8,2013,Autumn
524,Rainbow Smelt,ALL,8,2013,Autumn
524,Freshwater Drum,S,2,2013,Autumn
524,Freshwater Drum,M,8,2013,Autumn
524,Channel Catfish,ALL,1,2013,Autumn
524,Alewife,ALL,550.27,2013,Autumn
524,Round Goby,ALL,1,2013,Autumn
524,Silver Chub,ALL,2,2013,Autumn
525,Walleye,ALL,14,2013,Autumn
525,White Perch,XS,713.85,2013,Autumn
525,White Perch,S,21.26,2013,Autumn
525,White Perch,L,85.16,2013,Autumn
525,White Perch,O/D,5,2013,Autumn
525,Yellow Perch,XS,16.12,2013,Autumn
525,Yellow Perch,M,8,2013,Autumn
525,Yellow Perch,O/D,3,2013,Autumn
525,White Bass,M,20.16,2013,Autumn
525,White Bass,L,4,2013,Autumn
525,Emerald Shiner,M,357,2013,Autumn
525,Emerald Shiner,L,22.14,2013,Autumn
525,Gizzard Shad,S,28.49,2013,Autumn
525,Gizzard Shad,M,30.96,2013,Autumn
525,Gizzard Shad,L,2,2013,Autumn
525,Trout Perch,ALL,26.67,2013,Autumn
525,Freshwater Drum,XS,11,2013,Autumn
525,Freshwater Drum,M,12,2013,Autumn
525,Freshwater Drum,L,10,2013,Autumn
525,Channel Catfish,ALL,14,2013,Autumn
526,Common Carp,ALL,1,2013,Autumn
526,Walleye,ALL,4,2013,Autumn
526,White Perch,XS,422.93,2013,Autumn
526,White Perch,S,31.07,2013,Autumn
526,White Perch,M,28.06,2013,Autumn
526,White Perch,L,7,2013,Autumn
526,White Perch,O/D,5,2013,Autumn
526,Yellow Perch,XS,7,2013,Autumn
526,Yellow Perch,M,17,2013,Autumn
526,Yellow Perch,L,1,2013,Autumn
526,Yellow Perch,O/D,2,2013,Autumn
526,White Bass,ALL,3,2013,Autumn
526,Emerald Shiner,ALL,48.08,2013,Autumn
526,Gizzard Shad,ALL,12.02,2013,Autumn
526,Rainbow Smelt,XS,15,2013,Autumn
526,Trout Perch,ALL,5,2013,Autumn
526,Freshwater Drum,S,92.86,2013,Autumn
526,Freshwater Drum,M,18.65,2013,Autumn
526,Channel Catfish,ALL,11,2013,Autumn
526,Round Goby,ALL,1,2013,Autumn
527,Walleye,ALL,1,2013,Autumn
527,White Perch,ALL,15,2013,Autumn
527,Yellow Perch,XS,1,2013,Autumn
527,Yellow Perch,L,1,2013,Autumn
527,Yellow Perch,O/D,5,2013,Autumn
527,Emerald Shiner,ALL,53.33,2013,Autumn
527,Freshwater Drum,L,14,2013,Autumn
527,Round Goby,S,9,2013,Autumn
527,Round Goby,M,5,2013,Autumn
527,Round Goby,L,1,2013,Autumn
527,Emerald Shiner,ALL,1,2013,Autumn
528,Common Carp,ALL,3,2013,Autumn
528,Quillback,ALL,3,2013,Autumn
528,White Sucker,ALL,1,2013,Autumn
528,Walleye,ALL,8,2013,Autumn
528,White Perch,XS,531.11,2013,Autumn
528,White Perch,S,142.71,2013,Autumn
528,White Perch,M,15.22,2013,Autumn
528,White Perch,L,3,2013,Autumn
528,White Perch,O/D,5,2013,Autumn
528,Yellow Perch,XS,196.62,2013,Autumn
528,Yellow Perch,S,74.04,2013,Autumn
528,Yellow Perch,M,117.51,2013,Autumn
528,Yellow Perch,L,10,2013,Autumn
528,Yellow Perch,O/D,5,2013,Autumn
528,White Bass,ALL,7,2013,Autumn
528,Gizzard Shad,S,16.84,2013,Autumn
528,Gizzard Shad,M,2,2013,Autumn
528,Rainbow Smelt,ALL,7,2013,Autumn
528,Trout Perch,ALL,3,2013,Autumn
528,Freshwater Drum,M,9,2013,Autumn
528,Freshwater Drum,L,3,2013,Autumn
528,Channel Catfish,ALL,1,2013,Autumn
529,Common Carp,ALL,4,2013,Autumn
529,Quillback,ALL,3,2013,Autumn
529,White Sucker,ALL,1,2013,Autumn
529,Walleye,ALL,6,2013,Autumn
529,White Perch,XS,1771.05,2013,Autumn
529,White Perch,S,67.63,2013,Autumn
529,White Perch,M,42.91,2013,Autumn
529,White Perch,O/D,5,2013,Autumn
529,Yellow Perch,XS,103.53,2013,Autumn
529,Yellow Perch,S,7,2013,Autumn
529,Yellow Perch,M,4,2013,Autumn
529,Yellow Perch,L,3,2013,Autumn
529,Yellow Perch,O/D,4,2013,Autumn
529,White Bass,ALL,7,2013,Autumn
529,Emerald Shiner,S,84.75,2013,Autumn
529,Emerald Shiner,L,5,2013,Autumn
529,Gizzard Shad,ALL,4,2013,Autumn
529,Rainbow Smelt,ALL,2,2013,Autumn
529,Trout Perch,S,84.29,2013,Autumn
529,Trout Perch,L,141.24,2013,Autumn
529,Freshwater Drum,XS,14.82,2013,Autumn
529,Freshwater Drum,S,42.83,2013,Autumn
529,Freshwater Drum,M,37.32,2013,Autumn
529,Channel Catfish,S,9,2013,Autumn
529,Channel Catfish,M,60.36,2013,Autumn
529,Channel Catfish,L,1,2013,Autumn
530,Walleye,ALL,6,2013,Autumn
530,White Perch,S,372,2013,Autumn
530,White Perch,M,163.36,2013,Autumn
530,White Perch,L,50.24,2013,Autumn
530,White Perch,O/D,5,2013,Autumn
530,Yellow Perch,XS,22,2013,Autumn
530,Yellow Perch,S,5,2013,Autumn
530,Emerald Shiner,ALL,50.48,2013,Autumn
530,Gizzard Shad,ALL,35.59,2013,Autumn
530,Rainbow Smelt,ALL,3,2013,Autumn
530,Trout Perch,ALL,3,2013,Autumn
530,White Bass,ALL,14.47,2013,Autumn
530,Freshwater Drum,XS,5,2013,Autumn
530,Freshwater Drum,S,15.19,2013,Autumn
530,Freshwater Drum,M,14.69,2013,Autumn
530,Freshwater Drum,L,7.12,2013,Autumn
530,Channel Catfish,ALL,5,2013,Autumn
531,Walleye,ALL,7,2013,Autumn
531,White Perch,XS,1534.29,2013,Autumn
531,White Perch,S,131.72,2013,Autumn
531,White Perch,M,43.36,2013,Autumn
531,White Perch,L,38.67,2013,Autumn
531,White Perch,O/D,5,2013,Autumn
531,Yellow Perch,XS,56,2013,Autumn
531,Yellow Perch,S,21,2013,Autumn
531,Yellow Perch,M,5,2013,Autumn
531,Yellow Perch,L,11,2013,Autumn
531,Yellow Perch,O/D,5,2013,Autumn
531,White Bass,ALL,3,2013,Autumn
531,Emerald Shiner,ALL,86,2013,Autumn
531,Gizzard Shad,ALL,6,2013,Autumn
531,Rainbow Smelt,ALL,10,2013,Autumn
531,Trout Perch,ALL,28.86,2013,Autumn
531,Freshwater Drum,S,69.9,2013,Autumn
531,Freshwater Drum,L,25.51,2013,Autumn
531,Channel Catfish,S,18,2013,Autumn
531,Channel Catfish,L,1,2013,Autumn
531,Round Goby,ALL,3,2013,Autumn
532,Quillback,ALL,1,2013,Autumn
532,White Sucker,ALL,1,2013,Autumn
532,Walleye,ALL,6,2013,Autumn
532,White Perch,XS,87.56,2013,Autumn
532,White Perch,S,16.27,2013,Autumn
532,White Perch,M,5,2013,Autumn
532,White Perch,O/D,4,2013,Autumn
532,Yellow Perch,XS,5,2013,Autumn
532,Yellow Perch,S,2,2013,Autumn
532,Yellow Perch,M,3,2013,Autumn
532,Yellow Perch,O/D,1,2013,Autumn
532,White Bass,M,8,2013,Autumn
532,White Bass,L,1,2013,Autumn
532,Emerald Shiner,ALL,17.33,2013,Autumn
532,Gizzard Shad,ALL,7,2013,Autumn
532,Rainbow Smelt,ALL,9,2013,Autumn
532,Freshwater Drum,S,4,2013,Autumn
532,Freshwater Drum,L,13.12,2013,Autumn
532,Alewife,ALL,6,2013,Autumn
532,Round Goby,ALL,1,2013,Autumn
532,Silver Lamprey,ALL,1,2013,Autumn
533,Quillback,ALL,1,2013,Autumn
533,White Sucker,ALL,1,2013,Autumn
533,Walleye,ALL,1,2013,Autumn
533,White Perch,S,2,2013,Autumn
533,White Perch,M,40.79,2013,Autumn
533,White Perch,L,6,2013,Autumn
533,White Perch,O/D,5,2013,Autumn
533,Yellow Perch,ALL,12,2013,Autumn
533,Yellow Perch,O/D,1,2013,Autumn
533,Rainbow Smelt,ALL,1,2013,Autumn
533,Freshwater Drum,M,57.4,2013,Autumn
533,Freshwater Drum,L,34.45,2013,Autumn
533,Channel Catfish,ALL,2,2013,Autumn
533,Round Goby,ALL,2,2013,Autumn
534,Common Carp,ALL,7,2013,Autumn
534,Quillback,ALL,11,2013,Autumn
534,White Sucker,ALL,5,2013,Autumn
534,Walleye,ALL,1,2013,Autumn
