serial,day,month,year,season,species,size,count.final
102,18,6,2013,Spring,Walleye,ALL,2
102,18,6,2013,Spring,Quillback,ALL,2
102,18,6,2013,Spring,Yellow Perch,ALL,9
102,18,6,2013,Spring,Yellow Perch,O/D,5
102,18,6,2013,Spring,Trout Perch,ALL,5
102,18,6,2013,Spring,Emerald Shiner,ALL,7
102,18,6,2013,Spring,Freshwater Drum,M,18
102,18,6,2013,Spring,Freshwater Drum,L,11
102,18,6,2013,Spring,Freshwater Drum,S,6
105,18,6,2013,Spring,Freshwater Drum,M,10
105,18,6,2013,Spring,Freshwater Drum,L,5
105,18,6,2013,Spring,Yellow Perch,ALL,1
105,18,6,2013,Spring,Emerald Shiner,ALL,40
128,19,6,2013,Spring,Walleye,ALL,1
128,19,6,2013,Spring,Freshwater Drum,L,11
128,19,6,2013,Spring,Freshwater Drum,M,12
128,19,6,2013,Spring,Freshwater Drum,S,24
128,19,6,2013,Spring,Gizzard Shad,ALL,2
128,19,6,2013,Spring,White Sucker,ALL,2
128,19,6,2013,Spring,White Perch,M,11
128,19,6,2013,Spring,White Perch,O/D,5
128,19,6,2013,Spring,White Perch,S,9
128,19,6,2013,Spring,Emerald Shiner,ALL,8088
128,19,6,2013,Spring,Trout Perch,ALL,113
128,19,6,2013,Spring,Rainbow Smelt,ALL,62
128,19,6,2013,Spring,Yellow Perch,S,6
128,19,6,2013,Spring,Yellow Perch,M,9
128,19,6,2013,Spring,Yellow Perch,L,4
128,19,6,2013,Spring,Yellow Perch,O/D,5
128,19,6,2013,Spring,Round Goby,ALL,1
128,19,6,2013,Spring,White Bass,ALL,11
127,19,6,2013,Spring,Walleye,ALL,3
127,19,6,2013,Spring,White Sucker,ALL,1
127,19,6,2013,Spring,Golden Redhorse,ALL,1
127,19,6,2013,Spring,Channel Catfish,ALL,1
127,19,6,2013,Spring,Freshwater Drum,S,5
127,19,6,2013,Spring,Freshwater Drum,L,8
127,19,6,2013,Spring,Freshwater Drum,M,38
127,19,6,2013,Spring,White Bass,ALL,8
127,19,6,2013,Spring,Yellow Perch,M,28
127,19,6,2013,Spring,Yellow Perch,L,8
127,19,6,2013,Spring,Yellow Perch,O/D,5
127,19,6,2013,Spring,White Perch,O/D,5
127,19,6,2013,Spring,Round Goby,ALL,32
127,19,6,2013,Spring,Emerald Shiner,ALL,41
133,19,6,2013,Spring,Freshwater Drum,L,6
133,19,6,2013,Spring,Freshwater Drum,M,40
133,19,6,2013,Spring,White Bass,L,9
133,19,6,2013,Spring,White Bass,S,12
133,19,6,2013,Spring,White Sucker,ALL,1
133,19,6,2013,Spring,Quillback,ALL,1
133,19,6,2013,Spring,White Perch,O/D,5
133,19,6,2013,Spring,White Perch,L,21
133,19,6,2013,Spring,White Perch,M,108
133,19,6,2013,Spring,Yellow Perch,O/D,5
133,19,6,2013,Spring,Yellow Perch,L,19
133,19,6,2013,Spring,Yellow Perch,M,68
133,19,6,2013,Spring,Round Goby,ALL,4
122,19,6,2013,Spring,Freshwater Drum,M,97
122,19,6,2013,Spring,Freshwater Drum,S,56
122,19,6,2013,Spring,Freshwater Drum,L,33
122,19,6,2013,Spring,Walleye,ALL,4
122,19,6,2013,Spring,Yellow Perch,O/D,5
122,19,6,2013,Spring,Yellow Perch,ALL,11
122,19,6,2013,Spring,Round Goby,ALL,11
122,19,6,2013,Spring,Channel Catfish,ALL,2
122,19,6,2013,Spring,White Perch,O/D,5
122,19,6,2013,Spring,White Perch,ALL,10
122,19,6,2013,Spring,White Bass,L,26
122,19,6,2013,Spring,White Bass,S,8
122,19,6,2013,Spring,White Sucker,ALL,6
122,19,6,2013,Spring,Quillback,ALL,2
122,19,6,2013,Spring,Emerald Shiner,ALL,11
122,19,6,2013,Spring,Gizzard Shad,ALL,1
122,19,6,2013,Spring,Trout Perch,ALL,4
123,19,6,2013,Spring,Gizzard Shad,ALL,1
123,19,6,2013,Spring,White Sucker,ALL,4
123,19,6,2013,Spring,White Bass,L,29
123,19,6,2013,Spring,White Bass,S,25
123,19,6,2013,Spring,Freshwater Drum,ALL,16
123,19,6,2013,Spring,White Perch,O/D,5
123,19,6,2013,Spring,White Perch,L,13
123,19,6,2013,Spring,White Perch,S,33
123,19,6,2013,Spring,Yellow Perch,O/D,5
123,19,6,2013,Spring,Yellow Perch,L,16
123,19,6,2013,Spring,Yellow Perch,M,99
123,19,6,2013,Spring,Round Goby,ALL,1
123,19,6,2013,Spring,Trout Perch,ALL,1
123,19,6,2013,Spring,Emerald Shiner,ALL,2
119,19,6,2013,Spring,Freshwater Drum,L,10
119,19,6,2013,Spring,Freshwater Drum,M,122
119,19,6,2013,Spring,Freshwater Drum,S,423
119,19,6,2013,Spring,Common Carp,ALL,2
119,19,6,2013,Spring,White Perch,ALL,20
119,19,6,2013,Spring,White Bass,L,15
119,19,6,2013,Spring,White Bass,M,19
119,19,6,2013,Spring,Walleye,ALL,7
119,19,6,2013,Spring,Emerald Shiner,ALL,5053
119,19,6,2013,Spring,Trout Perch,ALL,7
119,19,6,2013,Spring,Alewife,ALL,2
119,19,6,2013,Spring,White Perch,O/D,9
119,19,6,2013,Spring,Channel Catfish,ALL,2
119,19,6,2013,Spring,Round Goby,ALL,2
124,19,6,2013,Spring,Emerald Shiner,ALL,13340
124,19,6,2013,Spring,Freshwater Drum,M,13
124,19,6,2013,Spring,Freshwater Drum,L,5
124,19,6,2013,Spring,Freshwater Drum,S,9
124,19,6,2013,Spring,Walleye,ALL,13
124,19,6,2013,Spring,Brown Bullhead,ALL,1
124,19,6,2013,Spring,Channel Catfish,ALL,2
124,19,6,2013,Spring,White Bass,L,9
124,19,6,2013,Spring,White Bass,M,36
124,19,6,2013,Spring,Common Carp,ALL,3
124,19,6,2013,Spring,Trout Perch,ALL,18
124,19,6,2013,Spring,White Perch,M,25
124,19,6,2013,Spring,White Perch,L,14
124,19,6,2013,Spring,White Perch,S,9
124,19,6,2013,Spring,Yellow Perch,M,28
124,19,6,2013,Spring,Yellow Perch,S,13
124,19,6,2013,Spring,Yellow Perch,O/D,5
124,19,6,2013,Spring,White Perch,O/D,5
124,19,6,2013,Spring,Round Goby,ALL,2
124,19,6,2013,Spring,Rainbow Smelt,ALL,1
137,19,6,2013,Spring,Walleye,ALL,2
137,19,6,2013,Spring,White Bass,S,42
137,19,6,2013,Spring,White Bass,ALL,2
137,19,6,2013,Spring,Freshwater Drum,ALL,9
137,19,6,2013,Spring,White Perch,M,27
137,19,6,2013,Spring,White Perch,L,6
137,19,6,2013,Spring,White Perch,O/D,5
137,19,6,2013,Spring,Yellow Perch,ALL,11
137,19,6,2013,Spring,Alewife,ALL,217
137,19,6,2013,Spring,Yellow Perch,O/D,5
132,19,6,2013,Spring,Freshwater Drum,ALL,3
132,19,6,2013,Spring,Walleye,ALL,1
132,19,6,2013,Spring,White Bass,ALL,35
132,19,6,2013,Spring,Round Goby,ALL,21
132,19,6,2013,Spring,Yellow Perch,S,1
132,19,6,2013,Spring,Yellow Perch,O/D,1
132,19,6,2013,Spring,White Perch,S,3
132,19,6,2013,Spring,White Perch,O/D,1
126,19,6,2013,Spring,Freshwater Drum,S,27
126,19,6,2013,Spring,Freshwater Drum,M,174
126,19,6,2013,Spring,Channel Catfish,ALL,1
126,19,6,2013,Spring,Walleye,ALL,1
126,19,6,2013,Spring,Yellow Perch,ALL,2
126,19,6,2013,Spring,Alewife,ALL,1
126,19,6,2013,Spring,Rainbow Smelt,ALL,1
126,19,6,2013,Spring,Trout Perch,ALL,1
126,19,6,2013,Spring,Emerald Shiner,ALL,3
126,19,6,2013,Spring,Round Goby,ALL,4
126,19,6,2013,Spring,Quillback,ALL,2
126,19,6,2013,Spring,White Sucker,ALL,1
126,19,6,2013,Spring,White Bass,L,5
126,19,6,2013,Spring,White Bass,S,113
126,19,6,2013,Spring,White Perch,S,5
126,19,6,2013,Spring,White Perch,M,24
126,19,6,2013,Spring,White Perch,L,14
126,19,6,2013,Spring,White Perch,O/D,5
121,20,6,2013,Spring,Freshwater Drum,L,10
121,20,6,2013,Spring,Freshwater Drum,S,36
121,20,6,2013,Spring,Freshwater Drum,M,147
121,20,6,2013,Spring,Yellow Perch,ALL,14
121,20,6,2013,Spring,Yellow Perch,O/D,5
121,20,6,2013,Spring,Walleye,ALL,9
121,20,6,2013,Spring,White Sucker,ALL,12
121,20,6,2013,Spring,White Bass,L,35
121,20,6,2013,Spring,White Perch,ALL,2
121,20,6,2013,Spring,White Perch,O/D,3
121,20,6,2013,Spring,Trout Perch,ALL,2
121,20,6,2013,Spring,White Bass,S,43
121,20,6,2013,Spring,Alewife,ALL,2
121,20,6,2013,Spring,Emerald Shiner,ALL,207
131,20,6,2013,Spring,Freshwater Drum,ALL,8
131,20,6,2013,Spring,Gizzard Shad,ALL,1
131,20,6,2013,Spring,Walleye,ALL,1
131,20,6,2013,Spring,Yellow Perch,ALL,7
131,20,6,2013,Spring,Yellow Perch,O/D,2
131,20,6,2013,Spring,White Perch,ALL,6
131,20,6,2013,Spring,White Perch,O/D,5
131,20,6,2013,Spring,White Bass,L,3
131,20,6,2013,Spring,White Bass,S,93
131,20,6,2013,Spring,Trout Perch,ALL,1
136,20,6,2013,Spring,Walleye,ALL,2
136,20,6,2013,Spring,White Bass,ALL,4
136,20,6,2013,Spring,Yellow Perch,ALL,11
136,20,6,2013,Spring,Yellow Perch,O/D,5
136,20,6,2013,Spring,Freshwater Drum,ALL,13
136,20,6,2013,Spring,White Perch,O/D,4
140,20,6,2013,Spring,Freshwater Drum,ALL,1
140,20,6,2013,Spring,White Bass,ALL,5
140,20,6,2013,Spring,Yellow Perch,M,39
140,20,6,2013,Spring,Yellow Perch,S,2
140,20,6,2013,Spring,Yellow Perch,L,18
140,20,6,2013,Spring,Yellow Perch,O/D,5
140,20,6,2013,Spring,White Perch,M,63
140,20,6,2013,Spring,White Perch,L,11
140,20,6,2013,Spring,White Perch,S,1
140,20,6,2013,Spring,White Perch,O/D,5
140,20,6,2013,Spring,Trout Perch,ALL,1
140,20,6,2013,Spring,Round Goby,ALL,1
140,20,6,2013,Spring,Emerald Shiner,ALL,3
135,20,6,2013,Spring,Freshwater Drum,L,1
135,20,6,2013,Spring,Freshwater Drum,M,16
135,20,6,2013,Spring,White Bass,M,73
135,20,6,2013,Spring,White Bass,L,3
135,20,6,2013,Spring,White Perch,M,16
135,20,6,2013,Spring,White Perch,L,5
135,20,6,2013,Spring,White Perch,S,8
135,20,6,2013,Spring,White Perch,O/D,5
135,20,6,2013,Spring,Yellow Perch,M,19
135,20,6,2013,Spring,Yellow Perch,O/D,1
135,20,6,2013,Spring,Yellow Perch,L,3
135,20,6,2013,Spring,Emerald Shiner,ALL,2632
135,20,6,2013,Spring,Rainbow Smelt,ALL,76
135,20,6,2013,Spring,Trout Perch,ALL,3
135,20,6,2013,Spring,White Sucker,ALL,5
135,20,6,2013,Spring,Alewife,ALL,2
139,20,6,2013,Spring,Freshwater Drum,ALL,7
139,20,6,2013,Spring,White Perch,ALL,3
139,20,6,2013,Spring,White Perch,O/D,5
139,20,6,2013,Spring,Yellow Perch,ALL,6
139,20,6,2013,Spring,Yellow Perch,O/D,5
139,20,6,2013,Spring,Walleye,ALL,2
139,20,6,2013,Spring,White Bass,ALL,4
139,20,6,2013,Spring,Emerald Shiner,ALL,19
139,20,6,2013,Spring,Round Goby,ALL,1
141,20,6,2013,Spring,Walleye,ALL,1
141,20,6,2013,Spring,White Sucker,ALL,2
141,20,6,2013,Spring,White Bass,S,12
141,20,6,2013,Spring,White Bass,M,39
141,20,6,2013,Spring,Quillback,ALL,2
141,20,6,2013,Spring,Channel Catfish,ALL,7
141,20,6,2013,Spring,Freshwater Drum,L,2
141,20,6,2013,Spring,Freshwater Drum,M,14
141,20,6,2013,Spring,Freshwater Drum,S,16
141,20,6,2013,Spring,Rainbow Smelt,ALL,225
141,20,6,2013,Spring,Emerald Shiner,ALL,2917
141,20,6,2013,Spring,White Perch,S,211
141,20,6,2013,Spring,White Perch,M,23
141,20,6,2013,Spring,White Perch,O/D,5
141,20,6,2013,Spring,White Perch,L,7
141,20,6,2013,Spring,Trout Perch,ALL,15
141,20,6,2013,Spring,Yellow Perch,S,5
141,20,6,2013,Spring,Yellow Perch,L,7
141,20,6,2013,Spring,Yellow Perch,O/D,5
141,20,6,2013,Spring,Round Goby,ALL,7
138,20,6,2013,Spring,White Bass,S,16
138,20,6,2013,Spring,White Bass,L,6
138,20,6,2013,Spring,Quillback,ALL,1
138,20,6,2013,Spring,Freshwater Drum,L,1
138,20,6,2013,Spring,Freshwater Drum,M,24
138,20,6,2013,Spring,Freshwater Drum,S,6
138,20,6,2013,Spring,White Sucker,ALL,1
138,20,6,2013,Spring,Emerald Shiner,ALL,9235
138,20,6,2013,Spring,White Perch,S,92
138,20,6,2013,Spring,White Perch,M,11
138,20,6,2013,Spring,White Perch,L,5
138,20,6,2013,Spring,White Perch,O/D,5
138,20,6,2013,Spring,Gizzard Shad,ALL,1
138,20,6,2013,Spring,Rainbow Smelt,ALL,37
138,20,6,2013,Spring,Trout Perch,ALL,11
138,20,6,2013,Spring,Yellow Perch,S,2
138,20,6,2013,Spring,Yellow Perch,M,5
138,20,6,2013,Spring,Yellow Perch,L,12
138,20,6,2013,Spring,Yellow Perch,O/D,5
134,20,6,2013,Spring,Emerald Shiner,ALL,29804
134,20,6,2013,Spring,Freshwater Drum,L,1
134,20,6,2013,Spring,Freshwater Drum,M,57
134,20,6,2013,Spring,Walleye,ALL,1
134,20,6,2013,Spring,Yellow Perch,L,5
134,20,6,2013,Spring,Yellow Perch,M,14
134,20,6,2013,Spring,Yellow Perch,S,11
134,20,6,2013,Spring,Yellow Perch,O/D,5
134,20,6,2013,Spring,White Perch,M,4
134,20,6,2013,Spring,White Perch,S,17
134,20,6,2013,Spring,White Perch,O/D,5
134,20,6,2013,Spring,White Bass,L,7
134,20,6,2013,Spring,White Bass,M,41
134,20,6,2013,Spring,Channel Catfish,ALL,3
134,20,6,2013,Spring,Trout Perch,ALL,7
134,20,6,2013,Spring,White Sucker,ALL,1
134,20,6,2013,Spring,Rainbow Smelt,ALL,15
108,17,6,2013,Spring,Shorthead Redhorse,ALL,1
501,17,9,2013,Autumn,Quillback,ALL,1
501,17,9,2013,Autumn,White Sucker,ALL,1
501,17,9,2013,Autumn,Walleye,ALL,9
501,17,9,2013,Autumn,White Perch,XS,167.33
501,17,9,2013,Autumn,White Perch,S,44.89
501,17,9,2013,Autumn,White Perch,M,24.96
501,17,9,2013,Autumn,White Perch,L,14
501,17,9,2013,Autumn,White Perch,O/D,5
501,17,9,2013,Autumn,Yellow Perch,XS,4
501,17,9,2013,Autumn,Yellow Perch,M,5
501,17,9,2013,Autumn,Yellow Perch,O/D,5
501,17,9,2013,Autumn,White Bass,ALL,3
501,17,9,2013,Autumn,Emerald Shiner,S,9
501,17,9,2013,Autumn,Emerald Shiner,M,6
501,17,9,2013,Autumn,Gizzard Shad,S,5
501,17,9,2013,Autumn,Trout Perch,ALL,2
501,17,9,2013,Autumn,Freshwater Drum,XS,3
501,17,9,2013,Autumn,Freshwater Drum,M,29.79
501,17,9,2013,Autumn,Freshwater Drum,L,2
501,17,9,2013,Autumn,Channel Catfish,ALL,9
501,17,9,2013,Autumn,Round Goby,ALL,1
501,17,9,2013,Autumn,Spottail Shiner,S,9
501,17,9,2013,Autumn,Spottail Shiner,M,2
501,17,9,2013,Autumn,Shorthead Redhorse,ALL,1
502,17,9,2013,Autumn,Quillback,ALL,1
502,17,9,2013,Autumn,Walleye,ALL,6
502,17,9,2013,Autumn,White Perch,XS,224.49
502,17,9,2013,Autumn,White Perch,S,28.2
502,17,9,2013,Autumn,White Perch,M,8
502,17,9,2013,Autumn,White Perch,L,3
502,17,9,2013,Autumn,White Perch,O/D,5
502,17,9,2013,Autumn,Yellow Perch,XS,40.65
502,17,9,2013,Autumn,Yellow Perch,L,5
502,17,9,2013,Autumn,Yellow Perch,O/D,5
502,17,9,2013,Autumn,White Bass,ALL,1
502,17,9,2013,Autumn,Emerald Shiner,ALL,10
502,17,9,2013,Autumn,Gizzard Shad,S,34.87
502,17,9,2013,Autumn,Gizzard Shad,M,1
502,17,9,2013,Autumn,Trout Perch,ALL,74.29
502,17,9,2013,Autumn,Freshwater Drum,XS,4
502,17,9,2013,Autumn,Freshwater Drum,S,16
502,17,9,2013,Autumn,Freshwater Drum,M,27.1
502,17,9,2013,Autumn,Freshwater Drum,L,3
502,17,9,2013,Autumn,Channel Catfish,ALL,5
502,17,9,2013,Autumn,Round Goby,ALL,4
502,17,9,2013,Autumn,Silver Chub,ALL,1
502,17,9,2013,Autumn,Spottail Shiner,L,1
502,17,9,2013,Autumn,Spottail Shiner,M,26.21
503,17,9,2013,Autumn,Quillback,ALL,1
503,17,9,2013,Autumn,White Sucker,ALL,1
503,17,9,2013,Autumn,Walleye,ALL,4
503,17,9,2013,Autumn,White Perch,XS,47.23
503,17,9,2013,Autumn,White Perch,L,89.46
503,17,9,2013,Autumn,White Perch,O/D,5
503,17,9,2013,Autumn,Yellow Perch,XS,10
503,17,9,2013,Autumn,Yellow Perch,M,6
503,17,9,2013,Autumn,Yellow Perch,O/D,5
503,17,9,2013,Autumn,White Bass,ALL,1
503,17,9,2013,Autumn,Emerald Shiner,ALL,7
503,17,9,2013,Autumn,Gizzard Shad,ALL,33.36
503,17,9,2013,Autumn,Trout Perch,ALL,13.83
503,17,9,2013,Autumn,Freshwater Drum,M,46
503,17,9,2013,Autumn,Freshwater Drum,L,12.17
503,17,9,2013,Autumn,Channel Catfish,ALL,2
503,17,9,2013,Autumn,Alewife,ALL,7
504,17,9,2013,Autumn,Common Carp,ALL,2
504,17,9,2013,Autumn,Quillback,ALL,1
504,17,9,2013,Autumn,Walleye,ALL,1
504,17,9,2013,Autumn,White Perch,XS,32.42
504,17,9,2013,Autumn,White Perch,M,4
504,17,9,2013,Autumn,White Perch,O/D,5
504,17,9,2013,Autumn,Freshwater Drum,ALL,17
504,17,9,2013,Autumn,Channel Catfish,ALL,15
505,17,9,2013,Autumn,Walleye,ALL,5
505,17,9,2013,Autumn,White Perch,XS,216.9
505,17,9,2013,Autumn,White Perch,S,11
505,17,9,2013,Autumn,White Perch,M,10
505,17,9,2013,Autumn,White Perch,L,1
505,17,9,2013,Autumn,White Perch,O/D,5
505,17,9,2013,Autumn,Yellow Perch,XS,6
505,17,9,2013,Autumn,Yellow Perch,S,3
505,17,9,2013,Autumn,Yellow Perch,L,2
505,17,9,2013,Autumn,Yellow Perch,O/D,3
505,17,9,2013,Autumn,White Bass,ALL,3
505,17,9,2013,Autumn,Emerald Shiner,S,297.78
505,17,9,2013,Autumn,Emerald Shiner,M,16.06
505,17,9,2013,Autumn,Gizzard Shad,S,17.33
505,17,9,2013,Autumn,Gizzard Shad,M,10
505,17,9,2013,Autumn,Gizzard Shad,L,1
505,17,9,2013,Autumn,Trout Perch,S,24.69
505,17,9,2013,Autumn,Trout Perch,M,5
505,17,9,2013,Autumn,Freshwater Drum,S,16.18
505,17,9,2013,Autumn,Freshwater Drum,M,24.77
505,17,9,2013,Autumn,Channel Catfish,ALL,6
505,17,9,2013,Autumn,Round Goby,ALL,2
505,17,9,2013,Autumn,Spottail Shiner,ALL,1
506,17,9,2013,Autumn,Walleye,ALL,9
506,17,9,2013,Autumn,White Perch,XS,65.48
506,17,9,2013,Autumn,White Perch,M,24.2
506,17,9,2013,Autumn,White Perch,L,14.45
506,17,9,2013,Autumn,White Perch,O/D,5
506,17,9,2013,Autumn,Yellow Perch,XS,19.58
506,17,9,2013,Autumn,Yellow Perch,L,2
506,17,9,2013,Autumn,Yellow Perch,O/D,1
506,17,9,2013,Autumn,White Bass,ALL,2
506,17,9,2013,Autumn,Emerald Shiner,S,21.25
506,17,9,2013,Autumn,Emerald Shiner,L,20.94
506,17,9,2013,Autumn,Gizzard Shad,S,182.61
506,17,9,2013,Autumn,Gizzard Shad,M,323.7
506,17,9,2013,Autumn,Gizzard Shad,L,20.87
506,17,9,2013,Autumn,Gizzard Shad,XL,2
506,17,9,2013,Autumn,Trout Perch,ALL,50
506,17,9,2013,Autumn,Freshwater Drum,S,3
506,17,9,2013,Autumn,Freshwater Drum,M,18.85
506,17,9,2013,Autumn,Freshwater Drum,L,17.46
506,17,9,2013,Autumn,Alewife,ALL,62.2
507,17,9,2013,Autumn,White Perch,ALL,2
507,17,9,2013,Autumn,Yellow Perch,ALL,1
507,17,9,2013,Autumn,Gizzard Shad,ALL,2
507,17,9,2013,Autumn,Trout Perch,ALL,3
507,17,9,2013,Autumn,Freshwater Drum,M,34.05
507,17,9,2013,Autumn,Freshwater Drum,L,5
507,17,9,2013,Autumn,Channel Catfish,ALL,1
507,17,9,2013,Autumn,Smallmouth Bass,ALL,6
508,17,9,2013,Autumn,Walleye,ALL,12
508,17,9,2013,Autumn,White Perch,XS,71.63
508,17,9,2013,Autumn,White Perch,S,16.09
508,17,9,2013,Autumn,White Perch,M,16
508,17,9,2013,Autumn,White Perch,L,2
508,17,9,2013,Autumn,White Perch,O/D,5
508,17,9,2013,Autumn,Yellow Perch,O/D,1
508,17,9,2013,Autumn,White Bass,ALL,9
508,17,9,2013,Autumn,Emerald Shiner,S,35.71
508,17,9,2013,Autumn,Emerald Shiner,M,3
508,17,9,2013,Autumn,Gizzard Shad,XS,5
508,17,9,2013,Autumn,Gizzard Shad,S,7
508,17,9,2013,Autumn,Trout Perch,ALL,1
508,17,9,2013,Autumn,Freshwater Drum,L,19
508,17,9,2013,Autumn,Channel Catfish,ALL,13
508,17,9,2013,Autumn,Round Goby,S,8
508,17,9,2013,Autumn,Round Goby,L,7
509,17,9,2013,Autumn,Quillback,ALL,7
509,17,9,2013,Autumn,White Sucker,ALL,1
509,17,9,2013,Autumn,Walleye,ALL,21
509,17,9,2013,Autumn,White Perch,XS,4189.19
509,17,9,2013,Autumn,White Perch,M,68.88
509,17,9,2013,Autumn,White Perch,L,11
509,17,9,2013,Autumn,White Perch,O/D,5
509,17,9,2013,Autumn,Yellow Perch,XS,90
509,17,9,2013,Autumn,Yellow Perch,M,42.79
509,17,9,2013,Autumn,Yellow Perch,L,27.15
509,17,9,2013,Autumn,Yellow Perch,O/D,5
509,17,9,2013,Autumn,White Bass,S,1
509,17,9,2013,Autumn,Emerald Shiner,S,6
509,17,9,2013,Autumn,Gizzard Shad,XS,1
509,17,9,2013,Autumn,Gizzard Shad,S,22.94
509,17,9,2013,Autumn,Gizzard Shad,M,23.89
509,17,9,2013,Autumn,Trout Perch,ALL,22.22
509,17,9,2013,Autumn,Freshwater Drum,S,6
509,17,9,2013,Autumn,Freshwater Drum,L,21.4
509,17,9,2013,Autumn,Channel Catfish,ALL,4
509,17,9,2013,Autumn,Alewife,ALL,6
510,17,9,2013,Autumn,Walleye,ALL,4
510,17,9,2013,Autumn,White Perch,S,17.46
510,17,9,2013,Autumn,Yellow Perch,XS,586.53
510,17,9,2013,Autumn,Yellow Perch,M,9
510,17,9,2013,Autumn,Yellow Perch,L,6
510,17,9,2013,Autumn,Yellow Perch,O/D,5
510,17,9,2013,Autumn,Emerald Shiner,ALL,1
510,17,9,2013,Autumn,Emerald Shiner,XS,91.5
510,17,9,2013,Autumn,Gizzard Shad,S,12
510,17,9,2013,Autumn,Gizzard Shad,M,10
510,17,9,2013,Autumn,Trout Perch,S,87.59
510,17,9,2013,Autumn,Trout Perch,M,2
510,17,9,2013,Autumn,Freshwater Drum,ALL,2
510,17,9,2013,Autumn,Alewife,ALL,475.73
510,17,9,2013,Autumn,Round Goby,S,8
510,17,9,2013,Autumn,Round Goby,M,7
510,17,9,2013,Autumn,Round Goby,L,5
510,17,9,2013,Autumn,Logperch,ALL,11.31
510,17,9,2013,Autumn,Smallmouth Bass,ALL,3
511,17,9,2013,Autumn,White Perch,XS,30.8
511,17,9,2013,Autumn,White Perch,S,2
511,17,9,2013,Autumn,Yellow Perch,XS,59.31
511,17,9,2013,Autumn,Yellow Perch,S,4
511,17,9,2013,Autumn,Yellow Perch,M,17.88
511,17,9,2013,Autumn,Yellow Perch,L,4
511,17,9,2013,Autumn,Yellow Perch,O/D,5
511,17,9,2013,Autumn,White Bass,ALL,3
511,17,9,2013,Autumn,Emerald Shiner,ALL,9
511,17,9,2013,Autumn,Trout Perch,S,210.22
511,17,9,2013,Autumn,Trout Perch,M,15.97
511,17,9,2013,Autumn,Freshwater Drum,ALL,11
511,17,9,2013,Autumn,Alewife,ALL,8
511,17,9,2013,Autumn,Round Goby,ALL,8
511,17,9,2013,Autumn,Logperch,ALL,1
511,17,9,2013,Autumn,Spottail Shiner,ALL,3
511,17,9,2013,Autumn,Smallmouth Bass,ALL,4
512,16,9,2013,Autumn,Quillback,ALL,4
512,16,9,2013,Autumn,White Sucker,ALL,1
512,16,9,2013,Autumn,Walleye,ALL,3
512,16,9,2013,Autumn,White Perch,XS,171.72
512,16,9,2013,Autumn,White Perch,S,36.31
512,16,9,2013,Autumn,White Perch,M,39.6
512,16,9,2013,Autumn,White Perch,L,9.74
512,16,9,2013,Autumn,White Perch,O/D,5
512,16,9,2013,Autumn,Yellow Perch,XS,9
512,16,9,2013,Autumn,Yellow Perch,S,5
512,16,9,2013,Autumn,Yellow Perch,O/D,5
512,16,9,2013,Autumn,White Bass,ALL,5
512,16,9,2013,Autumn,Emerald Shiner,ALL,8
512,16,9,2013,Autumn,Gizzard Shad,XS,10
512,16,9,2013,Autumn,Gizzard Shad,S,2
512,16,9,2013,Autumn,Gizzard Shad,M,35.4
512,16,9,2013,Autumn,Gizzard Shad,L,6
512,16,9,2013,Autumn,Trout Perch,ALL,2
512,16,9,2013,Autumn,Freshwater Drum,XS,7
512,16,9,2013,Autumn,Freshwater Drum,S,26.68
512,16,9,2013,Autumn,Freshwater Drum,M,59.29
512,16,9,2013,Autumn,Freshwater Drum,L,14.06
512,16,9,2013,Autumn,Freshwater Drum,XL,9
512,16,9,2013,Autumn,Channel Catfish,ALL,20
512,16,9,2013,Autumn,Round Goby,ALL,1
513,16,9,2013,Autumn,Quillback,ALL,1
513,16,9,2013,Autumn,White Sucker,ALL,1
513,16,9,2013,Autumn,Walleye,ALL,8
513,16,9,2013,Autumn,White Perch,XS,364.92
513,16,9,2013,Autumn,White Perch,S,26.93
513,16,9,2013,Autumn,White Perch,L,14.63
513,16,9,2013,Autumn,White Perch,O/D,5
513,16,9,2013,Autumn,Yellow Perch,XS,143.27
513,16,9,2013,Autumn,Yellow Perch,M,29
513,16,9,2013,Autumn,Yellow Perch,O/D,5
513,16,9,2013,Autumn,White Bass,ALL,2
513,16,9,2013,Autumn,Emerald Shiner,S,57
513,16,9,2013,Autumn,Emerald Shiner,M,11
513,16,9,2013,Autumn,Gizzard Shad,XS,30.08
513,16,9,2013,Autumn,Gizzard Shad,M,7
513,16,9,2013,Autumn,Rainbow Smelt,ALL,1
513,16,9,2013,Autumn,Trout Perch,S,46.97
513,16,9,2013,Autumn,Trout Perch,M,117.25
513,16,9,2013,Autumn,Freshwater Drum,XS,21.84
513,16,9,2013,Autumn,Freshwater Drum,S,20.6
513,16,9,2013,Autumn,Freshwater Drum,M,23.5
513,16,9,2013,Autumn,Channel Catfish,ALL,4
513,16,9,2013,Autumn,Alewife,ALL,1
513,16,9,2013,Autumn,Round Goby,ALL,3
513,16,9,2013,Autumn,Spottail Shiner,ALL,1
514,16,9,2013,Autumn,Quillback,ALL,65.33
514,16,9,2013,Autumn,Walleye,XS,4
514,16,9,2013,Autumn,Walleye,S,17.49
514,16,9,2013,Autumn,Walleye,M,6
514,16,9,2013,Autumn,Walleye,L,3
514,16,9,2013,Autumn,White Perch,XS,515.91
514,16,9,2013,Autumn,White Perch,S,4
514,16,9,2013,Autumn,White Perch,M,22.71
